original_title,count
Fornuftgivtermaalet,1
"Familien, Rignebourg",1
"Røvercapitainen, eller: Jeg tager aldrig feille",1
"Kjærlighed paa Nicolai Taarn, eller: Hvad siger Parterret?",1
Rosenvinges Politiret,1
Et Feiltrine,1
Den velmeente Raadgiver,1
Nordiske Kirketidende,1
Journal for Medicin og Chirurgi,1
Journal for Meditin og Chirurgi,1
Om Overformynderivæsenets Bestyrelse i Danmark,1
Det hellige Land paa Herrens Tid,1
Præsten Hornsyld og de Confirmerede,1
De forliebte Galenskaber,1
Efterladte Skrifter,1
Aria af Barberen fra Sevilla,1
Aria med Recitativ af Spohrs-Faust,1
Aria: der Grus an die Schweitz,1
Fædreland,1
Danneskjalden,1
Henriette Temple,1
Thaers Grundsætninger for Landeconomien,1
"Tale, holden i St. Knuds Kirke Sørgefesten den 16 Januar 1840",1
Holsts Mindeblad,1
Frithioffs Saga,1
Abildgaards Heste- og Qvæglæge,1
Karmarsch's Lærebog i den mechaniske Mechanik,1
"Grune, Revolutionen 1660",1
Efterretninger og geistl. Embeder,1
Den Danske og Norske Lovkyndigheds Historie,1
Lindormen,1
"Almquist, friPhantasier",1
"Flora, eller Almeennyttig Haandbog for Blomsteryndere",1
Tharmacopen danica,1
"Lithographeret Portrait af Hs. Kongel. Høihed Frederik Carl Christian, Kronprinds til Danmark",1
Væbus,1
Alvises,1
Feier des Wohlwollens,1
Sangens Historie og Tilstand i Danmark,1
Værk over den høiere Uhrmagerkunst,1
El Jaleo de Xeres,1
"Florn, eller Almeennyttig Haandbog for Blomsteryndere",1
Første Underviisning. AB C og Læsebog,1
Skatkammer for Danmark og Norges Kjøbmænd,1
Goethes Værker,1
"Andersen, Mulatten",1
"En Andagtsbog, indeholdende Bønner, samt kjærlige Raad og Advarsler, til Opbyggelse og Veiledning nærmest for Almuen",1
Forslag til en Forening af begge de danske Stænder=Forsamlinger m.m.,1
Breve fra England og Skotland,1
Skilles og mødes,1
Spanierne i Odense,1
Fem og tyve Aar derefter,1
"Destillateuren, eller: De anonyme Elskere",1
Dronning Hortenstas Halsbaand,1
Alvors=Digte,1
De to Frimurere,1
Kjerlighed paa Flasker,1
Forelæsninger over den aristoteliske Philosophie,1
Digte fra en tidligere Tid,1
Almeennyttig Haandbog for Blomsteryndere,1
En Criminalproces,1
Skizzer til de af J. L. Heiberg udgivne Noveller,1
Napoleons Feldttog i 1813 og 1814,1
"Prædiken, holden i Harboøre Kirke paa 1ste Søndag efter Hellig Tre Konger",1
"Christian den Fjerde, Danmark og Norges store Konge",1
En Dukkes Memoirer,1
Universalzeichnenbuch,1
Dagbog over mine Besøg hos Peter Claudi Ferdinand Emil Worm,1
Muster-Blütter für Freundinnen der eleganten Stickeret,1
For huuslig Andagt,1
Præludium til Samme,1
Tre Andragender over Lov- og Rets-Gjenstande,1
Forklaring over de hellige Apostlers Gierninger,1
Beskrønen aa Mas Lasses aa Kresten Skalle,1
Frithofs Saga,1
Forklarelsens Trøst,1
"Trækfuglene, en Naturconcert",1
"En Politie=Sag: Skomagerlauget i Rudkjøbing, contra Skomager Zielfeldt af Tranekjær",1
Bemærkninger. Kong Christian den Femtes danske Lov,1
Almanak eller Huuskalender for 1843,1
Recruten,1
Nei,1
"Kean, Skuespil i 5 Acter",1
Harms Vinterpostil,1
Corfarens Nytaarsgave,1
Brev- og Formularbog,1
Gamle Marens hemmelige Hexebog,1
"Handelsgartner J. A. Banke's Catalog over Frugt, Espalier- og Bosquettræer",1
Prædiken paa 1ste Søndag efter hellig tre Kongersdag,1
Skandinavisk Folke=Kalender for 1843,1
"Lægebog for dem, der ikke kunne faae betimelig Lægehjelp",1
"Flora, eller almeennyttig Haandbog for Plomsteryndere",1
Prinds Otto af Danmark og hans Samtid,1
Christelig Huus=Postil,1
Pianoforte-Schule des Conservatoriums der Musik i Paris,1
Haandbog for Sognefogder,1
Amtlicher Bericht uder die sechste Versammlung deutscher Land- und Forstwirthe zu Stuttgart,1
"Die Gleichnis Reden Jesu Christi, v. Fr. Arndt, 2ter Theil",1
"Eugen Schribe's Theater, in einer Auswahl ubersetst v. Drulle",1
Selbst-Unterricht im Zuschneiden aller Arten Herrenkleider,1
"Die 3willinge, eine Erzählung v. Dr. Schubert",1
Arnesens græske og Badens latinske Lexicon,1
Ørkenens Søn,1
Nyt Haand- og Skole-Atlastil Brug for Borger- og Almueskoler,1
Det maae være enhver Qvinde let,1
"Tale, holden ved Cancellieraad Søren Hempels Kiste",1
Morgen= og Aften Bønner for hver Dag i Ugen samt gudelige Tanker og udvalgte Tankesprog,1
Beretning om Studentertoget til Upsala,1
Morgen= og Aftenbønner for hver Dag i Ugen samt gudelige Tanker og udvalgte Tankesprog,1
Flinchs Huuskalender for 1845,1
"Florn, eller almeennyttig Haandbog for Plomsteryndere",1
Violin-Schule,1
Taler ved Præste-Vielse,1
"Fuldstændig Fortegnelse over samtlige Hoved- og Selveiergaarde i Sjælland, Fyen, Møen, Bornholm, Langeland, Lolland og Falster",1
Nyt statsoeconomisk Archiv,1
Historiens Philosophie,1
Dansk Hof- og Stats-Calender for 1841,1
Nalph Nattlin,1
"Oplysende Bidrag om, hvad Skolecommissionen har virket for St. Knuds Klokker-Embedes lovbefalede Henlæggelse til Skolevæsenet",1
"Feiltagelserne, Lystspil i een Act",1
"Skytsaanden, Festspil i een Act",1
General=Kort,1
Et Par Ord,1
Meyers Conversations=Lexicon,1
Familien Bibliothek der dentschen Classiker,1
Schillers Werke,1
Bidrag til christelig Eftertankes og Opbyggelses Fremme,1
Under Laas og Lukke,1
Fabrikanten,1
Gubitz's Volks=Kalender 1843,1
"Aftensangstale, og Slutningsversene af de tre Himmelbjerglange",1
Jeppe paa Bjerget eller den forvandlede Bonde,1
Fødselssang paa Harritslevgaard,1
Napoleons Ungdoms=Memoirer,1
Glasers Atlas der alle Theile der Erde,1
Døbereiners Handbuch der praktischen Pharmacie,1
Odense i det 11de Aarhundrede,1
Om Religionsforfølgelse,1
Om Midlerne til at fremme Landsbye-Communernes Tarv,1
Jack Ashore,1
UssingsHaandbog i Criminalretten,1
et Bind lyriske Digte,1
Novelle,1
Rohmanns Udsigt over Trykkefrihedens Historie i Danmark,1
"Samling af Noveller fra den franske, engelske og tydske Litteratur",1
Skræderen som Arvegreve eller Diævelen og Urtekræmmeren,1
"Lyksalighedslære for Menneskets physiske Liv, eller Kunstenat benytte Livet og tillige bevare og fuldkommengjøre Sundhed, Skjønhed, Legems= og Aandskraft",1
For evig eller Medicin mod en Elskoveruus,1
Om symbolske Bøger i den lutherske Kirke,1
Anviisning til Skovdyrkningen,1
Die Dammerungs=Stunden der Familie Albert,1
Frode Fredegod,1
Repertorium over de gieldende Kongel. Reskripter og Resolutioner samt Kollegialbreve m.m.,1
Gallerie for fremmede Classiker,1
Amor og Psyche,1
Lærebog i Stoffernes almindelige Chemie,1
Christian den Anden,1
"Reisen til Holsten, Lisettes Luftkasteller og Kjærlighedens Gaader",1
Almanakker for 1835,1
"Tabeller. Jndførsels-, Kornformalings- og Brændeviinsbrændings=Consumtions=Afgivterne",1
"welttheater, eller die allgemeine Weltgeschichte von derSchöpfung bis zum 1840",1
"Wundermappe, eller sammiliche Kunste og NaturWunder des ganzen Erdball",1
Hases Lærrebog i Kirkehistorien,1
Diørups Haandbog i Pharmacologien,1
Eregetisk Haandbog til det gamle Testamente,1
Haandbog for Guldsmede og andre Metalarbeidere,1
Forelæsninger over Naturlærren,1
Forelæsninger over Naturlæren,1
Forsøg til en Fremstilling af den danske Trykkefriheds Lovgivning,1
Grundtræk af den danske Auctions- og Licitationsret,1
Poetische Versuche,1
Exegetiske Haandbog til det Gamle Testamente,1
Forsvar for den evangeliske Kirkes Grundsætning,1
Blüthen der Liebe und Freundschaft,1
Jduna,1
Casper Hausers udførlige Levnetsbeskrivelse,1
"Om Danmarks Forsvarsvæsen, især dets Søeværn",1
"Genealogiske Tabeller over Danmark, Norges og Sverrigs Kongefamilier",1
Kongelig Dansk Hof- og Stats-Calender,1
Historie ecclesiactica med ævi synoptice enarata,1
Haandbog i den danske Militairret,1
Endeel jydske Landmænds Mening og Væddeløb,1
Holms Tabelbog,1
Jslandsk Læsebog for Begyndere,1
Sange af Vandevillen De Danske i Paris,1
Danmark og Norges Kong Christian den Syvendes Regjerings Aarbog,1
Bibliothek for Tydsklands geistlige Veltalenhed,1
Bibliothek for dansk Lovkyndighed,1
Nythologie,1
Homoopatiken eller den reformerte Lægekunst,1
Vor Christne Troes Forsvar imod Pastor Bastholms Angreb,1
Professor Heibergs samlede Skrifter,1
Koldfeberen og sammes Helbredelse ved Huus- og Folkemidler,1
Lærebog i Styrmands-Kunsten,1
Grundtvigs Krønike=Riim,1
Brorsons Psalmer og aandelige Sange,1
Bekiendelse om Frelseren,1
En Skolelærers Stilling,1
"Fyens StiftsAdresse-Avis for 1850, 1831 og 1832",1
"Noveller, gamle og nye",1
Engelske Forskrivter,1
Danske Forskrivter,1
Fortid og Nutid,1
Vor christne Troes Forsvar,1
Dansk Ordbog,1
"Prædiken, af J. Chr. Qvistgaard",1
Den danske Medicinal=Lovgivning,1
Historisk Vaademecum,1
Den danske Kirke=Kamp,1
Christelig Trøst- og Opmuntringsbog,1
Fuldstændig Koge=Bage= og Syltebog,1
Forsøg til en Abe og Læsebog,1
Tale ved Høitideligheden for Almueskolernes Ungdom i Odense,1
Prædiken paa Reformationens Jubelfests første Dag,1
historiske Efterretninger om Aarhuus Kathedralskole i Tidsrummet fra 1805 til 1836,1
Fremmedordbog,1
Lehren der Lebensklugheit,1
Hjerteqvad til Barnehjertet,1
"Kortfattet Repertorium over samtlige Reskripter, Resolutioner og Collegialbreve i den Fogtmanske Reskriptsamling for Aarene 1660 til 1830",1
Overture de POpera Kenilvort pour le Pianosorte,1
Vaudeville-Journal,1
"En Jordemoders authentiske Memoirer, eller Meddelelser, om den fornemme Verdens Sæder",1
Afhandlingen,1
Elisa v. Claudios,1
Reinisches,1
"2de Qvintetter for 2 Sopr., 2 Ten, og i Bass, med Chor",1
Overture til Fidelig,1
Terzett af le Colporteur for Sopran og 2 Ten,1
Concertine for obl. Clarinett,1
2de Chor af Hussiterne for Nauenborg,1
Nya Teckninger utur Hvardagslifvet,1
"Efteraarserindringer fra en Sommerreise i Sverrig, 1836",1
Communen Aarhuus med Henblik paa Stiftet,1
Thorvaldsens Biographie,1
"Af Provst Birchs Læsebog, Naturen, Mennesket og Borgeren",1
Haandbog i den experimentale Naturlære,1
"Prædikener, holdne ved forskjellige særegne Leiligheder",1
Pariser-Drengen,1
Agerdyrkningens Venner,1
Systematisk Fremstilling. den danske Procesmaade,1
Adagio & Polacca for obl. Valdhorn,1
Gedenke Mein,1
samlede litterære Arbeider,1
Holbergs udvalgte Skrifter,1
Jupiters Tværsæk,1
Pohlen und seine Helden im letten Freiheits-Kampfe,1
Annaler for Hauge= og Blomsterdyrkning,1
Opvækkelsen eller Oplysningens Trompetere,1
Processacten in der gegen den Professor David angelegten Rechtssache,1
Jmprovisatoren,1
Lectures Francoises,1
Les Aventures de Telemaque,1
Dansk Almeenlæsning,1
Coopers sammeliche Werke,1
Exegetisk Haandbog til det gamle Testamente,1
Udvalg af danske og udenlandske Kriminelsager,1
Min Broders Levnet,1
"Forsøg til en ABe og Læsebog, ved Bogstav, Staver, Læse= og Forstandsøvelser",1
Forsøg til en ABe og Læsebog,1
Samling af fædrelandshistoriske Digte,1
"Glædeskrandsen, eller visebog for alle Stænder",1
Martin Luther. Sein Leben und Wirken,1
Canovas Werke,1
Kortfattet fuldstændig Skolegrammatik i det græske Sprog,1
Noget om Almeenaand og Trykkefrihed for menige Statsborgere,1
Brændeviinsbrænderier paa Landet i Danmark,1
Gyldne Regler og Lærdomme til Dyd og Lyksaligheds Befordring,1
Danmarks gjeldende civile Lovgivning angaaende Apothekervæsenet,1
Ofefferrøsel eller Den Frankfurter Messe i Aaret 1297,1
Askepor eller Tryllerosen,1
Rochus Pumpernikkel,1
"Jacobsens nye Kogebog, eller Anviisning til at koge, bage, stege, indsylte, henlægge, indslagte, anrette o. s. v.",1
Den hvide Dame paa Avenel,1
Christian Hansen og Peder Møllers Historie,1
die Zauberfløte,1
Den Juan,1
Divertissemenfor Pianoforte,1
BraunsSonnater,1
Bibliohek der deutschen Canselberedsamer,1
Götsches Læsebog for Almueskoler,1
Den røde Fribytter,1
Har Troesbekjendelse Eneret til at bestemme hvad der er sand Christendom,1
"Materialier til de umiddelbare ForstandsØvelser, til Brug for Skolerne",1
Kunsten at formere Have- og Potteværter,1
Til lægsblad til Anmærkninger til Sportel=Reglementet af 22de Marts 1814,1
Grundtræk til dansk Retskrivningslære,1
Fattig-Reglementerne af 5te Juli 1803,1
Practisk Regnebog for Begyndere,1
Faciterne til særskilt Regnebog,1
Dr. Morten Luthers lille Catechismus,1
Liv og Levnet,1
Ny Kogebog,1
"Kortpropheten, eller den Kunst at spaae i Kort",1
"Det barnligSind, Livets Liv",1
"J. Dydens Vei, i Haandbog for unge Mennesker",1
Gedichte,1
Bibliothek der deutsche Canzelberedsamket,1
"Deutsche, Classiker",1
Præsten Hornsyld og hans Confirmander,1
Millings statistisk geographiske Haandbog,1
"en ny Krigs-Arie, angaaende Forfatterens Reise i Militairstand i Aarene 1813 og 1814",1
"Portefeuille for Zeichner, Kunsersticher, Bildhauer, Barmester und Kunstfreunde",1
Bibliothek der Pianofortespieler,1
"Portefenille für Zeichner, Kupfersticher, Bildhauer, Barmester und Kunstfreunde",1
Bibliothek de Pianofortespieler,1
Mit Levnet,1
Tolusharpen,1
Oehlenschlagers Væringer,1
Emilie Galotti,1
Flyttedagen,1
"Magnetiseuren, eller: ""Hvem kan videdet",1
Amalie Mansfjeld,1
den troe Echardt,1
Forsonningen i Uveiret,1
de 2 Marioler,1
Armenianeren,1
Ranuncelli og Salvati,1
Overkjolen,1
Familien Bjørneborg,1
Jda,1
Tritagenia,1
Titus,1
Af den originale Kogebog paa Vers,1
Heinrick Wicks første Reise nach Ostindien,1
Reisen zur Unterhaltang und Belebrung,1
Taschenbuch der Dentschen Sprache,1
Et Forsøg til sand Christendoms Bestyrkelse mod Tvivlog Vildfarelse,1
Dr. N. Fabers Tolv Prædikener,1
Sammes danskenorsk historisk Bibliothek,1
Tærten og Kasttørklædet,1
Gottsche Hans Olsens udvalgte poetiske og prosalske Skrifter,1
Fodreise til Østpynten af Amager,1
Don Quixote,1
"ch und uber mich; oder meine Verhaltnisse zum Publicum, zu Dännemark, Osterreich, Preusen und Baiern, mit Belegen und Actenstucken",1
En Storm i Egnen af Turebyeholm i Sjælland,1
En Røst i Ørken,1
Wilsrups anden Læsebog,1
"Herren, hutherfamilien",1
Dr. G. L. Badens nye Testaments Beviser,1
"Kogebog, eller Anviisning til at koge, bage, stege, indsylte, henlægge, indslagte etc.",1
"Flora, en almeennyttig Haandbog, for Blomsteryndere",1
Christelig Trøst= og Opmuntringsog,1
Lærebog i Geometrien,1
Sammes Lærebog i Arithmetikken,1
den christelige Kirkes Historie til Selvunderviisning og Opbyggelse for Christne,1
Lütkens Læsebog for Almueskolernes Anden Classe,1
Kortpropheten eller den Kunst at spaae i Kort,1
Provincial Lexicon over Danmark,1
Dr. Bjørns Lærebog i Geometrie og Arithmetil,1
Skeels Samling af geistlige Rescripter,1
Tage Müllers Udvikling af den christelige Religions Troeslærdomme,1
practisk Regnebog for Almuesskoler,1
catechetisk Magazin,1
"den christelige Kirkes Historie, til Underviisning for Christne",1
bibelsk Historien,1
Bjorns Læsebog i Arithmetiken,1
Læsebog for Almueskolernes 2den Classe,1
Badens juridiske Ord- og Sag-Lexicon,1
Jacobsens Koebog,1
Flora eller nyttig Haandbog for Blomsteryndere,1
Samling af geistlige Rescripter,1
"fuldstændig Dansk Huusret, for Hvermand",1
Hans Heiling,1
Erindringer og mig og mine Samtdige,1
Engeland og Engelænderen,1
Høsts fuldstændig Dansk Huusret,1
praktisk Regnebog,1
Lærebog i Elementar-Arithmetiken,1
Billedbøger for Børn,1
den danske Villedhugger Bertel Thorvaldsen,1
Anviisning til Bibelens Brug,1
"Samling af Forordninger, Rescripter, Resolutioner, CancellieCirculairer og andre Promemorier, Geistligheden",1
"Den christelige Kirkes Historie, til Selvunderviisning og Opbyggelse for Christne",1
"Kristian Hansen og Peter Møllers Historie, en Læsebog for Almueskolernes 2den Classe",1
"Ugspilstreger og et godt Hjerte, eller Pudsenmageren",1
Psalmebog,1
Anviisning til Bibelens Brug i Almueskoler,1
Bjørns Arithmetik,1
Bjørne Geometrie,1
Skildring af Hovedbegivenhederne i Historien for Ungdommen,1
"Lehnes theoretiske Pædagogik, fuldstændig dansk Sproglære",1
"Samling af Forordninger, Rescripter, Resolutioner. Cancellie-Circulairer og Promemorier, Geistligheden vedkommende",1
juridiske Afhandlinger,1
Biskop Ringos Psalmebog,1
Kostgængeren,1
"Kunstnerliv eller Den Ene Arbeidet, den Anden Lønnen",1
"Jesus Christus som han var, er og bliver",1
Udviklingaf den christelige Religions Troeslærdomme,1
cateketiske Magazin,1
Sporteltabeller,1
Dr. Fabers tolv Prædikener,1
"Præsten som Taler, Lærer og Fader for sin Menigheaf Kindervatter",1
Almanakken for 1835,1
Huusbonde og Tyende som Begge bør være,1
"Huusdyrenes Behandling eller Anviisning til at lære at behandle Hesten, Oxen Faaret og Svineaf Dalgas",1
Læse= og Negnebøger for Skolerne,1
Bjørns Geometrieog Arithmetik,1
Catechet Jensens Provindsial=Lexicon,1
"Samling af Forordninger, Rescripter, Resolutioner etc. Geistligheden vedkommende",1
"Fædrelandet, eller en kort Statistik af det danske Monarkie",1
"Lehmand Regnebog, practisk Regnebog",1
fuldstændig dansk Sproglære,1
Atthmetikken,1
Beviis for at Kammerherre Neergaard er Fædrelandets Loves Overtræder,1
Landeconomisk Maanedsskrift,1
Læse- og Hukommelses-Øvelser eller b. Læ,1
Reskript=Repertorium,1
En dansk Studens Eventyr,1
Skildringer af den nyeste Tids Historie fra 1820,1
Skildringer af den nyeste TidsHistorie fra 1830,1
Vollstandiges theoretisch-praktisches Handbuch der Mühlenbankunst,1
Dr. Witalis Lehrbuch der gesammen Farbere,1
En dansk Students Eventyr,1
Liebigs Agerdyrkningschemie,1
den evangelisk-christelige Psalmebog,1
Fransk Læsebog for Begyndere,1
Holbergs samtlige Skrifter,1
"Om Jordblanding og Jordstrøening, som Midler til Staldgjødskens bedre Afbenyttelse",1
Lærebog i Maaltagning og Tilskjæring for Dame=Skræderinder,1
Beskrivelse af Monumentet over Kong Hans og Dronning Christiane i St. Knuds Kirke i Odense,1
Christelig Trøst og Opmuntringsbog,1
Fremgangsmaaden ved Udplantning af Kartoffelspirer,1
"Magazin med Afbildninger for Landmænd, Veterinairer og Yndere af Landlivets",1
Udplantning af Kartoffelspirer,1
En Haandbog for den praktiske Landmand,1
Agricultur-Chemie eller Chemien anvendt paa Agerdyrkning og Phystologie,1
Beretning om den anden danske Landmands-Forsamling,1
"Beretning om den anden danske Landmands-Forsamling, afholdt i Odense Sommeren 1846, og om Sammes Forhandlinger",1
Johan Jacob Rambachs Betragtninger over de syv Ord paa Korset,1
Almeenfattelig Anviisning. Huusdyravlen og Huusdyrenes Behandling i sund og syg Tilstand,1
"Læse- og Hukommelses-Ovelser, eller Læsebog",1
"Læse- og Hukommelses-Øvelser, eller Læsebog",1
"Kong Christian den Fjerdes egenhændige Breve, befalinger og Statsskrivelser til Rigsraadet",1
Mythologie for den nordiske Ungdom,1
Øhlenschlægers Aladdin,1
Anviisning til praktisk Agerdyrkning,1
"Udvikling af Balles Lærebog til Brug, ved Catechisationer",1
Sangene af den reisende Student,1
Dansk Grammatik med Opgaver til praktisk Ovelse,1
iaghs Sønner,1
Ørsteds Haandbog i den danske Lovkyndighed,1
Rises Arkiv,1
Lærebog i Regnekunst og Landmaaling for Bonden og andre Jordbrugere til selv at opmaale og optage Kort over deres Jorder,1
Napoleons Historie som første Consul og Keiser,1
Sangbog,1
Den unge Christen. Betragtninger for Ynglingen ved Confirmationen og ud over Livets Bane,1
Schous Udtog af Forordninger for 1844,1
Reglement. angaaende Sneekastningen i Danmark af 20 Decbr. 1799,1
Haandbog i Pharmacien,1
"Læse- og Hukommelses-Ovelser, eller Læsebog med nærmest Hensyn til Almueskolernes nederste Klasse",1
Forsøg til en grundig Veiledning i Frugt- og Kjøkkenhavedyrkning samt det simple Mistbænkdriveri,1
Brammers Leilighedstaler,1
Fremtiden,1
Alvor,1
Den fortsatte Aandsdannelse,1
Livets Bøn,1
Kaldet,1
Afskeden fra Hjemmet,1
Den første Nadvere,1
"Forsøg til en grundig Veiledning i Frugt- og Kjøkkenhave=Dyrkning, samt det simple Mistbænkdriveri",1
Confirmationen,1
Farvel til Barndomsaarene,1
Til Ynglingen,1
Livets Bane,1
Betragtninger ved Confirmationen,1
Den unge Piges hellige Timer,1
Haandbog i Ridning og Maaltagning for Damer,1
To Mord i Rusland,1
Forberedelse til den første Nadvere,1
Grundtegning af Odense med Prospect af St. Knuds Kirke,1
Krigsskuepladsen eller kortfattet Beskrivelse over Hertugdommerne Slesvig og Holsteen,1
Er der da Jntet at gøre i Danmark udenfor Kjøbenhavn?,1
Udvalg af forskjellige constitutionelle Forfatninger,1
Leopold Løvenskjold,1
Elegii for Violin og Orgel,1
Arier,1
Rung,1
Til Danmarks Vælgere,1
Demokratiet og Valgene,1
Politiske Taler og Fragmenter,1
Ridderen af Grynne,1
Mechanisk Physiktil Brug ved Skoleunderviisningen,1
Synd og Naade,1
lettres et memoires,1
Theoretisk praktisk Violinskole for Begyndere,1
Arndts sande Christendom,1
Marst Stig,1
Ebe Skamels Forvildelse,1
Lütkens ABe og Læsebog,1
Tale af Amtsprovst Abel,1
Spansens og Portugals amerikanske Besiddelser,1
Galingen,1
Dandsebog,1
Bechers Dagbog,1
Dannerkongen Frederich den Sjettes Reise gjennem Jylland i Aaret 1824,1
Den lille Gjættemester,1
Wilstrups 2den eller store Læsebog,1
Catekismusset,1
A. B. C. Bo.,1
Birchs Ditto,1
Thonhos Bibelhistorie,1
Fritimer under Krigen,1
Hamlet,1
Sex Prædikener,1
Den christelige Kirkes Historie,1
Det christelige Liv,1
Fremgangsmaaden ved Udplantningen af Kartoffelspirer,1
Fabler og Fortællinger,1
Prædiken,1
En chemisk Opgave løst ved poetiske Midlerfundne,1
"Fuldstændig Syltebog, eller Anviisning til at tillave alle Slags Syltetøier",1
Kjerlighedens Gierninger,1
Steffens Volks=Kalender fiir 1848,1
Agitatoren,1
"Repertorium over de gieldende Kongelige Reskripter og Resolutioner, Collegialbreve m. m. fra 1842 1847 for Danmark",1
Theoretisk Haandbog i Pianofortespil,1
Theoretisk praktisk Klaveerskole,1
Sørgetaler. over Hans Majestæt Kong Christian den Ottende. Høilovlig Jhukommelse,1
Hvad er nu at gjøre i Danmark,1
Kong Christian den Ottende,1
Nogle Ord om Skriftet oved Tronskiftet 18482,1
Ny og fuldstændig dansk Spillebog,1
Archiv for Haugevæsen,1
Flamands Danmarks Historie,1
Haandbog i de organiske Stoffers almindelige Chemie,1
Recitativo et Aria af Lucia di Lammermoor,1
Skildringer af den nyeste Tids Historie,1
Krolls Ballklange,1
Amelie-Vals,1
Marts-Viol,1
Rosa-Polka,1
Polka Maaurka,1
"Das Voglein, Sang med Violoncelle Accompagnement",1
Fantaisie brillante for Piano over Themaer af Don Pasquale,1
Almeenfattelig Anviisning til Huusdyravlen og Huusdyrenes Behandling,1
Jakobsens Kogebog,1
"Den ældgamle og berømte Frimurerorden, eller det hemmelige Forbund imellem Ridderne af den hellige Grav",1
"Forglem mig ei eller Samling af Stamboqvers til Brug, ved forskjellige Leiligheder",1
Undersøgelse om det gamle Norske eller Jslandske Sprogsdelse,1
Menschenverstand. Ueber und gegen die 95 Thesesdes Herrn Archidiakonus Harms in Kiel,1
"Ciceros 3 Bøger, om Pligterne",1
Krufensterns Reise omkring Jorden,1
"Det nye chinesiske Gaadespil, eller: nyt forøget geometrisk, chinesisk Figur=Spil",1
Fem forskjellige Erindrings=Medailler i Anledning: af Reformationens tredie Jubelfest den 31 Octbr. 1817,1
Madame Mansons Memoirer,1
Beretning om Fualdes Mord,1
Oversættelse af Ciceros 3 Bøger,1
Den lille Tusindkunster eller magisk Legetøi for Børn,1
"Brudstykter af en Dagbog, holden i Grønland i Aarene 1770 - 1778",1
Mindeskrivt om Napoleon Bonaparte,1
Christelig Huuspostille,1
Mindeskrivt over Daniel Rantzau,1
Reglement for Nationalbanken i Kjøbenhavn,1
Lærebog i den christelige Religions- og Sædeslære med Hensyn paa Disciplernes Tarv i de lærde Skolers røverste Klasser,1
Huus- og Skole=Sangbog eller 266 lystige og alvorlige Viser og Sange,1
Blomsterkrandsen,1
Breve til Adam Ochlenschlæger i Anledning af en Reise,1
"Breve til Adam Ochlenschlæger, eller mine samtlige Værker fra Rungsted",1
Breve til Adam Ochlenschlager,1
"Huusvennen, Underholdninger i Familiekredse",1
"Versuch einer anf Theorie und Erfabrung, gegrundeten practischen Anveisung zum Mergeln",1
Straparolas Eventyr,1
Beviis at Jacob Andreasen foer med Usandhed og Vankundighed,1
Haandbog i Geographien for den studerende Ungdom,1
Rasos Forvandlingers første Deel,1
Erklæring til Publikum om hans personlige Forhold til Justitsraad Baggesen,1
Læsebog for de første Vegyndere,1
Løveridderen,1
Fornødent Gjenmæle paa Hr. T. Thaarups Anhang til Rubs,1
D. Morten Luthers liden Katekismus,1
Komedie i 4 Acter,1
Avlskarlens Pligter og Rettigheder,1
Undersøgese om det herviske Versemaals Skjebne i ældre og nyere Tider hos Europas vigtigste Folkeslag,1
Julespøg og Nytaarsløier,1
Det nye Testamentes Beviser for at al Kirkeregimente Disciplin,1
Anviisning for Landmanden til en fornuftig Sundhedspleiet,1
"Bildnisse ausgozeichnoter Fürsten, Staatsmünner und Militairs",1
"Fortegnelse over det vigtigste, som paaligger den geistlige Embedsmand i Kjøbstaden og paa Landet, at lagttage efter Lovene",1
"Forordninger, hvorved nogle nøiere Bestemmelser tilføies Forordningen af 29 October 1794, angaaende Hegn og Fred",1
Hinkentudse,1
Forholdsregler til Kornhandelens Bedste,1
"Hvad er menig Mand bedst tjent med, enten en fuldstændig Oversættelse eller et kjærnefuldt Uddrag af den hellige Skrift",1
Menneskets Værdighed. Samtaler med sig selv,1
"Laura, et originat Sørgespil",1
Torgvato Tasso,1
Blik paa Krigsvæsenets Forfatning under Knud den Store,1
"Kongelige Reskripter, Resolutioner og Kollegialbreve for Danmark og Norge",1
Anteros,1
Aften er ikke Morgenlig,1
Winke fur die Bildung Holsteinischen Landtags undnener Verfassung,1
"den christne Kirkes almindelige Symboler, med Jndledninger og Anmærkninger samt en Udsigt over Treenighedslærens Udvikling",1
Jubelgave forevangeliske Christne,1
Den Christne Kirkes almindelige Symboler med Jndledninger og Anmærkninger samt en Udsigt over Tretenighedslærens Udvikling,1
Betragtninger over mine første Krigsbedrivter,1
Feltbrødrene,1
Læsebog til Brug i Almueskolerne,1
Den christne Kirkes almindelige Symboler med Jndledninger og Anmærkninger samt en Udsigt over Treenighedslærens Udvikling,1
"Hvad er menig Mand bedst tjent med, enten en fuldstændig Oversættelse eller et kjærnefuldt uddrag af den hellige Skrift",1
Winke for die Bildung holsteinischen Landtags und neuer Verfassung,1
Was kann in Holstein die Regierung for allemeine Landeswolfarth thun,1
Schous Udtog af Forordningerne fra 1670 til 1784,1
Almindelig Signalbog,1
Afhandlinger i Fædrelandets Kaltur-StatsKirke- og Litterær=Historie,1
"Smaa Afhandlinger og bemærkninger fornemmelig i Fædrenelandets, Middelalderens og den christne Kirkes Historie",1
Bemærkninger paa en Reise i Normandiet i Efteraaret 1819,1
Hertugdommene,1
Mindesang over Morten Luther,1
Haandbog i den danske og norske Lovkyndighed,1
