;article_id;date;predicted_category_tf_idf;evaluation_tf_idf;predicted_category_embs;evaluation_embs;category;true_label;bog_teater;text
148040;aal_148041;1841-10-23;Bekjendtgjørelser;t;Bekjendtgjørelser;t;Bekjendtgjørelser;;;Politi=Bekjendtgjørelse. De ved Placaten af 29de October 1824 befalede Tegn, for løsgaaende Hunde meddeles eller ombyttes paa Politikammeret indtil indeværende Maaneds Udgang mod den fastsatte Betaling 1 Rbd. Sølv. Efter denne Tid ville Eierne til de Hunde, der paa Gaaden antræffes, uden at bære de befalede Tegn, blive anseete efter bemeldte Placats F3, med Mulct fra 1 til Rbd. Sølv, som i Gjentagelsestilfælde fordobles. Aalborg Politikammer, den 18de October 1811. Wolfferdt. De af denne Byes Jndvaanere, som ikke endnu have betalt deres Skatter og Afgifter for 3die og 4de Qvartal 1811, erindres herved om, at indbetale Samme til Skatteindkassator inden medie December d. A., da Restancelisterne efter denne Tids Udløb blive indsendte til Stiftamtets Approbation. Aalborg Raadstue, den 21de October 1811. A. Mørch. Kager.
68080;aal_068081;1828-10-06;Bekjendtgjørelser;t;Bekjendtgjørelser;t;Bekjendtgjørelser;;;Rettelse. J Avisen No. 156 findes anført, at Jndleveringen til Brevposten om Tirsdagen er til Kl. 3, men skal være indtil Kl. 2 Eftermiddag. Jeg er nu forsynet med stemplede Spillekort af Jacob Holmblads, og faaes til bestemt Fabrikpris. Extra fine TarokKort, 9 Mk. Extra fine Spillekort, 4 Mk. Dito 3 Mk. 4 s. Dito ordinaire 2 Mk. 12 s. Gnav=Spil som Kort, 3 Mk. pr. Spil. Kort=Papir 12 a 16 s. Stykket, faaes hos Rottbøll Sadolin. For de som endnu kunde have Tabeller uopklæbet til den Jndbyrdes Underviisning tjener, at jeg har nedsat Prisen til 12 Rbdlr. for et complet Set med couleurt Kant, uden Kant, 10 Rbd., saaledes som de bruges paa Normal-Skolen. Rottbøll Sadolin, Boghandler og Bogbinder. For en dygtig Kalkbrænder, som med gode Attester beviser, sin Duelighed i dette Fag, anvises Employ paa gode VilkaarJos. Nielsen. Aalborg den 3die October 1828.
15514;aal_015515;1820-07-12;Bekjendtgjørelser;t;Bekjendtgjørelser;t;Auctioner.;;;Torsdagen den 20de d. M., om Formiddagen Kl. 10, bliver Jens Kaases Opbudsboes tilhørende Løsøre, i Hals, ved Auction, bortsolgt, bestaaende af: Borde, Stole, Skabe, Chatoller, Kakkelovne, Sengeklæder og Sengesteder, Kobber, hvoriblandt en stor Gruekiedel, Tin og Messing, Heste og Vogne, Køer og Faar, Plov og Harve, 2de skoede Slæder og en Deel Egetræt og Planker, hvilket herved til Lysthavendes Efterretning bekiendtgiøres. N. Sundbye den 5te Juli 1820. Spies.
21286;aal_021287;1821-06-30;Udenlandsk;f;Jndenlandsk;t;Fædrelandet.;;;Kiøbenhavn. Vor berømte Øienlæge, Herr Professor Witthuse. har, i afvigte Vinter, som man har læst i offentlig Blade, skaffet en kiøn 18 Aars blindfødt Pige i Syn. J Anledning af denne glædelige Omstændigherygtedes i Foraaret, at den Helbredede siden skulle vær nedsiunken i et Slags Veemod. Hun skal ikke finde Veden saa skiøn, som hun havde forestillet sig den. Maaske have Omgivelserne paa et Hospital noget bidraget hertil, maaske den vinterlige Aarstid. J høi Grad interessan, maatte det være, at indhente nærmere Kundskab angaaendeende det Begreb, hun hidtil havde gjort sig om den Veden, hvori hun samlede i Mørke, indtil hun omsider vækkedes til Lys.
75103;aal_075104;1830-01-06;Udenlandsk;t;Udenlandsk;t;Titelblad;;;London, den 15de December. Paketbaaden fra Porto er ankommen, og har medbragt den Efterretning, at hele Garnisonen i Valenciatilligemed alle de Statsfanger, den skulde bevogte, - er forsvunden. Af Garnisonen i Porto fattedes en Aften ikke mindre end 75 Mand, der samme Dag vare løbne bort, Republiken Mexico har den 13de September decreteret, at al Trældom, fra Bekjendtgjørelsesdagen af at regne, skal for bestandigt ophøre.
85170;aal_085171;1831-07-19;Jndenlandsk;t;Jndenlandsk;t;Blandede Efterretninger;;;Blandede Efterretninger. Veteranen, den høit berømte Johan Martin Schønheyder er ikke mere, Han hensov den 9de Dennes i sit 80de Aars Alder efterat have tjent Staten som Embedsmand i næsten 60 Aar. J Aaret 1772 blev han nemlig Procurator ved Hof= og Statsretten, 1774 ved Høiesteret og 1785 tillige Kammeradvocat. Ved hans dødelige Afgang var han extra ordinair Assessor i Høiesteret, Conferentsraad, Ridder af Dorg. og Dorgsm.
8569;aal_008570;1819-06-05;Bekjendtgjørelser;t;Bekjendtgjørelser;t;Randers Skomagerarbeide.;;;Formedelst min Afreise her fra Egnen, vilde Enhver, som maatte have Pengesager med mig at afgiøre, behage at henvende sig i forestaaende Termin til Hr. Sagfører N. Toft paa Lindenborg. Lindenborg den 4de Juni 1819. Dr. C. F. Nagel.
97268;aal_097269;1833-06-05;Udenlandsk;t;Bekjendtgjørelser;f;Blandede Efterretninger;;;Frederikshavns Skibsliste. Jndk. D. 31te Mai. N. Erichsen fra Christiania, ball. Guduml. m. Kalk o. Muursteen. J. P. Horne f. Østerr. m. Træl., udg., samme Dag til Kjul. - Udg. D. 30te Mai, N. Lydersen til Østerr. m. Korn og Fedev. D. 31te: J. Jensen til Østerr. m. Korn og Fedev. D. 1ste Juni, M. Bugge a. Drammen, ball. t. Nakskov. H. Thorbjørnsen og T. Torsen, begge fra Randers m. Kornv. t. Tonsberg. P. C. Callermann fra Callundborg med Kornv. til Belgien. S. Halvorsen fra Aalb. t. Porsgrund m. KornN. Andersen f. Stettin t. Amsterd. m. Hvede. D. 2den H. N. Diewitz fra Rudkjøb. t. Bergen m. Korn. O. 5. Koch f. Kjerteminde til Bergen m. Byg.
30405;aal_030406;1822-11-30;Jndenlandsk;t;Jndenlandsk;t;Blandinger.;;;"Paa Løverdag ventes Ægteskabsskolen"" opførtdet Kongelige Theater til en Mindefest for den afdøde Danskiald Christen Pram. Hr. Boyes nye til Professor Rahbek dedicerede S. spil: Conradin, den sidste Hohenstaufer, blevtaget med bifald. Det næste nye Stykke, der nu ventes, Theatret, bliver, efter Sigende, Oehlenschlaegers i ressante Drama: Robinson i Engeland, der i den Tid er opført med almindeligt bifald i Weimar, som bekienisær forhen, den finere Kunstsmags Sæde i Tydskland. De bekiendte Aarhusianske Kiøbmænd MussmanSchmedler, ere for nogen Tid siden blevne anholdte hæftede i Leipzig, hvorfra de formodentlig ville blive udlevere Efterat den her ved Hoffet accrediterede kongelig paa gisiske Charge d'Affaires, Chevalier Nobre, af Konhans Herre er bleven rappelleret, og til hans Efterføaf Hans allertroeste Majestæt er udnævnt Chevalier, Bayard, der hertil er ankommen, har det behaget, Majestæt, Onsdagen den 13de, at modtage ChevaNobre, som beafskedigede sig, og tillige forestillede sin terfølger, hvorefter begge fornævnte Charges d'Affagjorde Hendes Majestæt Dronningen deres Opvartning Ved Cancellie-Circulaire til samtlige Amtmænd af 2 October sidstleden er befalet foranstaltet undersøgt for hiLaug i Kiøbstæderne, om de Udgivter og aarlige Tilsksom affordres dem der ønske sig optagne i Laugene, hiemlede i Anordningerne, og derhos overeenstemmenmed disse at ordne og bestemme disse Afgivter for hviLaug især. Ligesom det fremdeles er paalagt Øvrighed, i Kiøbstæderne, nøie at vaage over, at der i den formeldte Henseende ikke skeer Misbrug, og drage dem, heri maatte giøre sig skyldige, til Ansvar efter Forordninaf 13de December 1681."
103676;aal_103677;1834-06-23;Bekjendtgjørelser;t;Bekjendtgjørelser;t;Bekjendtgjørelser;;;Enhver, som maatte have Noget at afgjøre i Boet efter min salig Mand, ville behage desangaaende at henvende sig til Hr. Procurator Møller. Aalborg, den 20de Juni 1834. Louise Koppel. P. Kjøber til en Varneseng anviser Aviserpeditionen. Nogle Kongelige Obligationer indkjøbes af Cancellieraad Jensen.
138171;aal_138172;1840-03-28;Udenlandsk;t;Udenlandsk;t;Udlandet;;;J Tanger i Afrika har man nylig svævet i største Frygt for alle derværende Christnes og Joders Liv og Eiendom. Da man hørte, at en fransk Escadre vilde begive sig derden, troede man nemlig, at dette skeete af Erobringens Venog Paschaen var derfor i Begreb med at tilkalde de fanatiske Stammer fra det Jndre, hvilket vilde have havt alle Christnes og Jøders Nedsabling til uundgaaelig Følge. Heldiqviis beroligede imidlertid den franske Agent Paschaen med den Forsikkring, at Franskmændene kun kom i fredelige Hensigter og Bekymringen svandt derfor for denne Gang. Hertugen af Nemours's Formæling og Greven af Paris (Kronprindsens Søns) Daab skulle finde Sted den 1ste Mai paa Ludvig Philipps Navnedag. Festlighederne i denne Anledning skulle vare i 2 Dage. Frankrig har voteret sine Heltesønner i Mazagran, der med saa glimrende Tapperhed, skjøndt faa i Tallet, forsvarede denne Plads mod Araberne og fordreve disse, Belønninger og Æresbeviisninger. Et Monument vil blive reisttil af forevige denne Bedrift og den By, hvori Anføreren, Capitain Leliøvre (der tidligere var Dreier), er født, Malesherbes, vil reise ham et Mindemærke.
2184;aal_002185;1818-05-27;Bekjendtgjørelser;t;Bekjendtgjørelser;t;Bekiendtgiørelser.;;;Hvor en Markeds Fiellebod, i complet Stand, med Reoler, og alt Tilbehør, kan faaes i Leie i Pindsemarkedet, det anvises fra Addresse-Contoiret.
108114;aal_108115;1835-03-23;Jndenlandsk;f;Bekjendtgjørelser;t;Bekjendtgjørelser;;;Remonte-Commissionen begynder dens Jndkjøb af Remonteheste i Jylland og Fyen i den sidste Halvdeel af MaMaaned d. A. - Dens Opholdsteder vil til sin Tid nærmere blive bekjendtgjort. Hadersleben i Remonte-Commissionen, den 14de Marts 1835. C. W. Düring.
141267;aal_141268;1840-09-26;Jndenlandsk;f;Bekjendtgjørelser;t;Bekjendtgjørelser;;;Liebhabere indbydes. Aalborg, den 24de September 1840. A. Mørch.
57997;aal_057998;1827-01-13;Jndenlandsk;f;Bekjendtgjørelser;t;Aalborg Kirker.;;;"Anden Søndag efter Helligtrekonger prædiker til Høimesse i Budolphi Kirke Hr. Pastor Boesen; i Frue Kirke Hs. H. Hr. Stiftsprovst Schierup. - Til Aftensang i BudolphiKirke Hr. Pastor Henneberg; i Frue Kirke Hr. Gad. Ægteviede. Den 5te Januar, Søemand Ole Erichsen, og Pigen Johanne Christine Soelberg."
98684;aal_098685;1833-08-28;Bekjendtgjørelser;t;Bekjendtgjørelser;t;Auctioner;;;Proclamata. Creditorerne i Stevboet efter Huusmand Lars Mortensens, under 7de Juni dette Aar, afdøde Hustrue, Else Johanne Jensdatter, af Østberg, HammerSogn i Kjær Herred, indkaldes herved med 12 Ugers Varsel til anmelde og beviisliggjøre deres Fordringer for undertegnede Skifteret. En Skiftesamling i Boet er berammet at afholdes paa disse Herreders Contoir i Nørre-Sundby, Fredagen den 15de September næstkommende, Eftermiddag Kl. 3. Kjær og Hvetbo Herreders Skifteret i Nørre-Sundby, i den 16de August 1833. Lange.
123302;aal_123303;1837-10-28;Bekjendtgjørelser;f;Jndenlandsk;t;Blandede Efterretninger;;;"Frederikshavns Skibsliste. Jndk. D. 23de Octbr.: J. Rode f. Langesund, best. t. Rand, m. Træl. H. M. Hansen og M. Christensen f. Rudkb., best. t. Hull m. Raps. C. Koch f. Heiligenh., S. H. Bjørensen f. Kjærteminde, C. Rasmussen f. Svendb., D. Seyer f. Burg, A. C. Boye og J. Albertsen f. Nakskou, J. J. Simsen og J. F. Meisen f. Kappeln, D. Thornøe f. Odense, E. Nielsen f. Aalb., T. Thorbjørnsen f. Grenaa, H. Thorbjørnsen f. Rand. og den 24de: P. Petersen, J. Marcussen og H. Thomsen f. Svendb., A. Møgelstue f. Aalb., J. G. Helmer f. Rand., S. M. Svinding f. Faaborg, H. A. Hermansen f. Nakskou, P. G. Hay f. Stubbekb., P. Clausen f. Flensb. og A. C. Møller f. Kjærteminde; Alle best. t. Norge m. Kornv. F. Andreasen i Aalb., best. t. Altona m. Stykg. - Udg. D. 24de: F. Thielt. Kbh. m. Stykg. D. 2de: D. C. Bærenz t. Aalb. m. Fisk."
74836;aal_074837;1829-12-16;Bekjendtgjørelser;t;Bekjendtgjørelser;t;Bekjendtgjørelser;;;Proclamata. Creditorerne i Dødsboet efter afgangne Seilmager Herman Poulsen Winding af Frederikshavn ere, ved Proclama af Dags Dato, der er læst paa denne Kjøbstæds Byethings=Ret og ligeledes vil blive læst inden den Kongelig ge Lands Overret i Wiborg, med 12 Ugers Varsel indkaldte til, for undertegnede Skifteret at anmelde og beviisliggjøre deres paa den Afdøde, eller nu hans Boe, havende Fordringer. Hvilket herved bekjendtgjøres. Frederikshavns Byes Skifteret, den 9de December 1829. Flindt. J Overeensstemmelse med Placaten af 2den Juni 1819 vor der herved Alle og Enhver, som maatte have Noget at fordreafdøde Told- og Fyhrinspecteur, Dannebrogsmand Joh alJørgen Hermansons og forhen afdøde Hustrue, Bergithe Hermanson, fød Greve, deres fælleds Boe herByen, indkaldte med 12 Ugers Varsel, til, for mig som Skifteforvalter, at anmelde og beviisliggjøre deres Krav. Ligesaa vorder herved, i Medhold af Forordningen af 5te Juli 1822, de Afdødes testamentariske Arving Søemand Niels Johnsen Kjærsgaard, der med Capitain Skrøder a Altona i Mai 1828 med Skibet Ademine Henriette afseilede til Teneriffa, indkaldt med Aar og Dags Varsel, med behøri Legitimation at møde, for mig som Skifteforvalter, sin Arver at paasee, og den eventuelle Arv at modtage. Skagens Skifteret, den 7de December 1829. v. Bergen.
73065;aal_073066;1829-08-22;Bekjendtgjørelser;t;Bekjendtgjørelser;t;Bekjendtgjørelser;;;"D Jndsendte Sager: a) Jndsendt i Anledning at velmeent Opfordring til Brandcapitain Boss"" i den Cimbribog; c) Sørgetale over en Adelsmand og Godstier, holden i en Kirke. - 2) Blanca von Beaulien. (Fortsættes.) Abonnements Antegnelse paa dette Blad, der udkommer hver Løverdag, et Ark stort, og tilstilles inden, og udenbyes Abonnenter for 1 Rbd. qvartaliter, kan behageligst skee paa Postcontoiret i Frederikshavn, hos Hr. Tracteur Haslund i Hobroe, samt i Aalborg i Stiftsbogtrykkeriet og hos Undertegnede Bladets Redacteur. NB. Det bemærkes, at de Subskriberende kunne paa de anførte Steder tillige erholde de allerede udkomne Nummere. Aalborg, den 22de August 1829. C. F. Severin. En Pakbod er til Michaeli Flyttetid at faae tilleie, ligeledes en to Etage Kakkelovn, i Gaarden No. 224 ved Østeraae. Den Leilighed som Hr. Lieutenant v. Münnich for Tiden beboer, bestaaende af 1 Sal og Sovekammer, med Seng og Meublement, kan faaes til Leie fra Flyttedag til næste Flyttedag. F. Jahn. Til førstkommende Flyttetid er, for en honet Familie, en Leilighed at bekomme, bestaaende af en Stue med Sovekammer, Kjøkken, Spisekammer med flere Bekvemmeligheder. Man behage desangaaende at henvende sig til Undertegnede. Aalborg, den 21de August 1829. F. W. Meyer, ved Vesterport."
97016;aal_097017;1833-05-20;Bekjendtgjørelser;t;Bekjendtgjørelser;t;Auctioner;;;Onsdagen den 29de denne Maaned, Klokken 10 Formiddag, bliver i Søndertranders Kro ved Auction bortsolgt omtrent 96 Tønder Rug, 190 Tønder Byg og 224 Tønder Havre, tilhørende afgangne Amtsprovst, Ridder Tetens's og efterlevende Enkefrues fælles Bo af Gunderup, Varerne forevises i Prøve ved Auctionen og udleveres i Aalborg hos Kjøbmand Koefoed sammesteds. Nibe, den 16de Mai 1833. Lynge. Auctions Afvarsling. Da vedkommende Eiere i London nu have taget den Bestemmelse, i det mindste for det Første, ikke at afhænde det til Nørrønd og her til Øen fra Barkskibet Charlotte bjergede Tømmer og anden Trælast, hvorover var berammet Auction, til Afholdelse den 23de Dennes, saa vorder herved, efter Reqvirentens Begjæring, Bekjendtgjørelsen af 8de Dennes, indrykket i Aalborg Stiftstidende Nr. 78, hvorved bemeldte Auction tilvarsledes, tilbagekaldt og Auctionen afvarslet. Læss, den 15de Mai 1833. Ørum, Auctionsdirecteur.
149732;aal_149733;1842-01-24;Bekjendtgjørelser;t;Bekjendtgjørelser;t;Fædrelandet;;teater;Theatret i Aalborg. Onsdagen den 25de Januar opføres: Badet i Dieppe, eller: Bagtalelse, nyt Lystspil i 3 Acter af Scribe, oversat af Arnesen. (Næste Forestilling gives paa Fredag.) J. Müller.
132266;aal_132267;1839-04-18;Bekjendtgjørelser;t;Bekjendtgjørelser;t;Bekjendtgjörelser;;;Auctionsplacat. Onsdagen den 24de dennes, Klokken 3 Eftermiddag, bliver i den Selveiergaardmand Christen Nielsen til Skifterettens Behandling som fallit opgivne Bo af Aarestrup By, i Hornum Herred, tilhørende og i bemeldte Bybeliggende Gaard, afholdt en 4de Auction over bemeldte Gaard. Den bestaaer af 4 Længder, indrettede til Beboelse og Avlsbrug, med tilliggende Jorder af ufri Ager og Engs Hartkorn 6 Tønder. - Conditionerne erfares ved Auctionen. Ribe, den 15de April 1839. Lynge. Signeter, faaes stukne af Roedstedt.
76007;aal_076008;1830-03-03;Bekjendtgjørelser;t;Bekjendtgjørelser;t;Bekjendtgjørelser;;;At Hr. Viinhandler Schunemann er indtraadt i Directionen for Aalborg Byes og Omegns Sparekasse istedet for Hr. Justiteraad Kjellerup, som efter eget Ønske er entlediget, bringes herved til almindelig Kundskab for alle Vedkommende. Aalborg, den 26de Februar 1830. Directionen.
99036;aal_099037;1833-09-18;Udenlandsk;t;Udenlandsk;t;Blandede Efterretninger;;;Den Gulddaase, besat med Diamanter, som Kong Levold har foræret Erkebispen af Mecheln, for at døbe hans i Søn, har kostet 40000 Franes.
70940;aal_070941;1829-03-28;Jndenlandsk;t;Jndenlandsk;t;Fædrenelandet;;;Jfølge indløben Efterretning fra Kalundborg er nu Fjorden saavidt fri for Jis at Smakfarten kan begynde, hvisaarsag den første Smakke for i Aar afgik herfra den 25de med Kreaturer.
61119;aal_061120;1827-07-24;Udenlandsk;t;Udenlandsk;t;Blandinger;;;"J Rom døde den 27de Juni Russisk virkelig Geheimeraad og Sendemand fra Hans Majestæt Keiseren i Rusland, og som tillige er Konge i Polen, ved den hellige Stol, Ridder Jtalinsky, af et Slagflod. Han var vel Oldermanden blandt Europas Diplomatikere, da han næmlig var født i Kiev i Rusland i Aaret 1743, og han havde i en lang Række af Aar paa sin diplomatiske Bane viist sit Fæderneland og dets Monarker vigtige Tjenester. Tvende Gangvar han Russisk Sendemand i Constantinopel og een Gang ved Hoffet i Neapel; siden efter ansatte Keiser Alexander ham til Russisk-Polsk Sendemand ved Pavehoffet. Han ansaaes som en af Roms mest udmærkede Lærde, fornemmeligen i den Græske og Østerlandske Literatur, og har gjort sig berømt ved adskillige Værker, især et og Etruskiske Vaser. Hans Hus var saare gjæstmildt og stod aabent for alle Dannede og Lærde og paa Grund af hans retskafne Vandelog uplettede Charakter nød han en udmærket Agtelse, saavel hos den forrige Pave som hos den nuværende, der nu som skrøbelig afkræftet Olding!"" og derhos nu farligt syg, har følt sig saa yderst rørt ved dette Dødsfald, at man er yderst ængstet i Rom i Anledning af Hans Helligheds Tilstand."
53937;aal_053938;1826-06-17;Bekjendtgjørelser;t;Bekjendtgjørelser;t;Auctioner.;;;Jfølge Forlig og derefter passeret Udlæg, bliver efter Reqvisition fra Forvalter Lund paa Hjermislevgaard paa Hr. Kammerherre Major Skeels Vegne, den saakaldte Jens Larsens forhen i Fæste havende Gaard i Steerup Bye, Jerslev Sogn, bortsolgt ved offentlig Auction, som afholdes hos Gaardens nærværende Beboer Christen Olesen, Fredagen den 30te Juni førstkommende Kl. 10 Formiddag. Gaarden staaer for Hartkorn, Ager og Eng 3 Tdr. 7 Skpr. 2 Fdkr., som ved det Kongelige Rentekammers Bevilling er udparselleret i 1 hoved- og 9 mindre Parseller, der sælges en, ten samlede eller parselviis.
113057;aal_113058;1836-02-13;Jndenlandsk;f;Bekjendtgjørelser;t;Blandede Efterretninger;;;At Ombytningen af de indkaldte 5 Rigsbankdaler Sedler skeer her paa Amtstuen om Eftermiddagen fra Klokken 2 til 4, vorder herved kundgjort. Aalborg Amtstue, den 10de Februar 1836. E. Wesenberg.
128444;aal_128445;1838-08-31;Jndenlandsk;t;Jndenlandsk;t;Titelblad;;;"Gudstjeneste. Tolvte Søndag efter Trinitatis prædiker til Høimesse i Budolphi Kirke Hs. H. Hr. Stiftsprovst, Dr. Hald; til Aftensang Hr. Pastor Fogh. - J Sønder-Tranders Kirke Kl. 3 Hr. Pastor og L. - J Hospitalet Kl. 3 Hr. Pastor Boesen."
101679;aal_101680;1834-02-22;Jndenlandsk;t;Jndenlandsk;t;Blandede Efterretninger;;;Hr. Pastor Lund til Torværd, der har vundet de 50000 Rbd. i Lottoriet, er ved Døden afgaaet, 59 Aar gl. Fastelavns=Mandag passerede i Fredericia den græsselig Ulykke, at en vakker Dreng, omtrent 10 Aar gammel, en Søn af meget agtede Forældre, blev overkjørt paa Gaden af en Vogn, hvorpaa var en halv Snees Tønder Korn, saaledes at han sønderknust strax efter døde. (Af Statstidende sees, at Faderen var Hr. Oberst L. P. v. Bie, i fyenske Infanteri-Regiment.) Af de 20 Amtmandsposter i Schlesvig=Holsteen er 12 besatte med Adelige, og deriblandt 5 med Personer af Ridderskabets Familier, kun 2 derimod med Borgerlige. Den 24de Febr. bortsælges paa Raadstuen i Odense en deel confiscerede Varer, bestaaende af Klæde, Bomuldstøier, Fløiel, Merinos, Vestetøier o. s. v., samt endeel Candis, Raffinade m. m. Proprietair Juul til Frøslevgaard, har i disse Dage kjøbs Gaarden Ørndrup i Karby Sogn paa Mors, for 16600 Rbd. r. S.
43657;aal_043658;1824-12-13;Udenlandsk;f;Jndenlandsk;t;Kjøbenhavn.;;;Et Optrin som den 2den December fandt Sted i Regentskirken, er for Øieblikket Gienstanden for almindelig Omtale.
12405;aal_012406;1820-01-13;Bekjendtgjørelser;t;Bekjendtgjørelser;t;Bekiendtgiørelser.;;;Saa skal herpaa Svar, saasnart som mueligt, vorde meddeelt, om Tilbuddet er approberet, eller ikke. J Remonte=Commissionen, Kiel, den 31te Decbr. 1819. v. Thienen. H. G. Castenschiold. Holstein. M. C. Lund. v. Qualen.
155507;aal_155508;1842-11-22;Udenlandsk;t;Udenlandsk;t;Udlandet;;;J Berlin er udkommen en Carricatur over de der nylig forsamlede stænderske Committeer.
22269;aal_022270;1821-08-18;Bekjendtgjørelser;t;Bekjendtgjørelser;t;Bekiendtgiørelser.;;;Foranlediget herved er det, at Undertegnede, som Udgiveraf den cimbriske Merkur, gientager den i dette Blad fremsatte Maastand, i det han herved offentligen tilbyder, hvad Øieblik Wolff det maatte ønske, at skaffe den edelig beviist.
79405;aal_079406;1830-08-28;Udenlandsk;t;Udenlandsk;t;Titelblad;;;"J en Skrivelse fra London af 20de August berettes, at Deputationen fra Frankrigs Erkonge var ankommen den 18de om Morgenen; den bestod af Hertugen af Luxemburg, Marquien af Choiseul, Baron Breteuil, Baron Chofard og Grev de la Roche Jacquelin. Det vakte nogen Forundring, at man ikke tidligere havde havt nogen Meddelelse om, at Kongen var landet. Hertugen af Wellington var fraværende, men indtraf den 19de, hvorpaa Deputationen strax havde en lang Conferents med ham og Grev Aberdeen i det udenlandske Departement. Om Resultatet erfarer man, at Carl den 10de ønsker en kort Tid at opholde sig i England som Privatmand, for ikke at sætte den engelske Regiering i nogen Forlegenhed. Han agter siden at begive sig til de østerrigske Stater, naar han fra Cabinettet i Wien har modtaget Svar paa sit derom gjorte Andragende. Som det hedder, vil han for det første leie Norris Castle paa Øen Wight, Lord Seymours Herresæde. Strax efter Samtalen med Deputationerhavde Wellington. Conferentser med Gesandterne for Rusland og Preussen og sildig om Aftenen indfandt ogsaa Fyrst Esterhazy sig i det udenlandske Departement. Skrivelse fra den italienske Grændse, den 11te August. Man taler om Troppe-Dislocationer som skulle finde Sted i det lombardisk-venitianske Kongerige og som synes at sigte til Sammentrækning af et Armeecorps henimod Alessandrien. Et andet Rygte taler om, at flere illyriske Regimenter allerede have befaling at holde sig marschfærdige til at kunne bryde op til Jtalien paa første Vink for at tage Deel Drivelse fra Main, den 15de August. Den store Brøndferie for det tydske Forbunds Repræsentanter i Frankfurt vil i Aar indtræffe sildigere end ellers, hvortil man angiver som Aarsag, at det tydske Forbund vel ogsaa turde holde det for nødvendigt at afgive en Erklæring om det Synspunkt, fra hvilket det betragter de seneste Begivenheder i Frankrig. Rusland. J et Keiserligt Manifest af 11te Angust paabydes en Rekrutudskrivning over hele Riget, Grusien og Bessarabien undtagne, af 2 Rekrutter for hver 500 Mand af Rigets Befolkning. Ministerial=Beretningen til Kongen. (Fortsat, see  128.) Men af alle Pressens Udskeielser staaer maaske den pasentligste os endnu tilbage at betegne. Strax ved Begyndelsen af hiin Expedition, hvis hæderlige Udfald kaster en saa reen og varig Glands paa Frankrigs Krone, dadlede Pressen med uhørt Hæftighed baade Bevæggrundene, Midlerne og Forberedelserne og drog det heldige Udfald i Tvivl. Ufolsom for National Æren, havde den gjerne endnu længere udsat vort Flag for at besmittes af en Barbars Haan, hvis det var kommen an paa den, og med Ligegyldighed for Menneskehedens store Jnteresse vilde den i saa Fald have seet paa, om Europa endnu længere var bleven underkastet et grusomt Slaverie og en skjændig Skatskyldighed. Men ikke endnu tilfreds hermed, var Pressen betænkt paa, ved et Forræderie, der endog laae indenfor Lovenes Gebeet, at aabenbare alle Udrustningens Hemmeligheder, vore Troppers Styrke, Fortegnelse over dem og Antallet af vore Skibe, saavelsom de Punkter, hvorpaa de vare stationerede og endelig at bringe til Udlandets Kundskab Midlerne til at sikkre sig mod Vindenes Ubestandighed og til at nærme sig Kysten. Alt, endogsaa Landgangspunktet blev offentliggjort, retsom om man vilde lette Fjenden hans Forsvarsplaner. Det er et Exempel uden Lige, i de civiliserede Folks Aarbøger, at Pressen end ikke undsaae sig ved, at udstrøe ugrundede Bekymringer for de Farer, som truede Hæren, at nedslaae dens Mod, i samme Øieblik, som den gjorde Expeditionens Høistcommanderende til en Gienstand for Soldaternes Had og derved ligesom opfordrede disse til enten at svinge Oprørsfanen imod ham eller at forlade det Banner til hvilket de havde svoret. Saaledes handlede Organerne for et Partie, som kalder sig National-Partiet."
