input,output,parsed
"Selskabet ""Phillatrien har udsat en Priis af 200 Rbd., der efter Omstændighederne kan forhøies, for en Afhandling: ""om Lægeforholdene i den danske Armee, saaledes som disse have ordnet sig ved og efter Reformen i 1842, og paa den danske Flaade, med Drøftelse af de Mangler, der kunne findes ved samme, og Forslag til disses Afhjelpning. Manuskriptet forbliver Forfatterens Eiendom. Afhandlingerne indsandes inden den 1ste October 1848 til Selskabets Secretair, Lic. med. Lehmann i Kjøbenhavn.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"Prisen paa dette Stykke bliver som for det første, 1 Rd. for illuminere og 4 Mk. for mine","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"Brochdorffs Gaard, bortkommet 2 Stkr. Tegnebøger en med coulorte Blomster, den anden med tucherede Tegninger. Finderen loves en Douceur naar han leverer dem til Mahler Høyer.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"Kort Fremstillelse af Landommer Hoffs Virkekekreds i Danmark, sælges hos Undertegnede for 20 Still. i raae Materie, 28 Skill. beftet og beskaaret, og paa Skrivpapir 24 Skill. i raae Materie. S. W. Giern.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"Subskriptionsplan. Efterat 1ste Deel af min dramatiske Lommebognæsten er udsoler, vover jeg at indbyde det respective Publikum til Subskription paa 2den Deel.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
Cancellieraad Bye- og Herredsfoged Følgende nye Bøger: Secretair Rothes Alphabetiske Real-Register til Juridisk Arkiv h. 3 Rbd. 32 s. Grundtvigs Roskilde=Sag til Oplysning af Roskilde Riim h. 1 Rbd. 64 s. faaes hos Just. Professor Hurtigkarls danske og Norske Privat=Retførste Grunde 2den Deels 1ste Bind faaes hos Just.,"""original_title: Secretair Rothes Alphabetiske Real-Register til Juridisk Arkiv""
""translated_title: Secretary Rothe's Alphabetical Real-Index to Legal Archive""
""author: NO_AUTHOR""

""original_title: Grundtvigs Roskilde=Sag til Oplysning af Roskilde Riim""
""translated_title: Grundtvig's Roskilde Case for the Enlightenment of Roskilde Rhymes""
""author: NO_AUTHOR""

""original_title: Professor Hurtigkarls danske og Norske Privat=Retførste Grunde 2den Deels 1ste Bind""
""translated_title: Professor Hurtigkarl's Danish and Norwegian Private Law First Principles, Second Part, First Volume""
""author: NO_AUTHOR""",[]
"J Anledning af den Evangeliske Salmebogs Jndførelse i Domkirkens Menighed, ønsker jeg at De af Menigheden, som ved mig ville anskaffe sig den, maatte med første bestille den, for at kunde i Tide have dem i den ønskede Format og med got Bind forsynet. A. F. Just.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"Da der haves Grund til at formode, at bette ikke allevegne er efterkommet, saa bringes saadant herved paa ny i Erindring med Tilføiende: at bemeldte Skrivt, som, uagtet det er 15 Ark stort, sælges for 9 Rbmk. i r. Mai terie og 2 Rbdlr. indbunden, stedse kan faaes saavel hos mine sædvanlige Hr. Bogkommissionairer i Kjøbenhavn og Provindserne, som hos mig selv for den anførte Priis, Odense den 19 Februar 1817. S. Hempel.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"Den nu stærdlinde Christine Rosen, Datter efter afg. Farver Rosen i Kiøge, som i endeel Aar har tient, flere Aar i Rad, i adskillige Herskabets Kjøktin er nu færdig med sit Haandskrivt til den occonomiske Huusholdningsbog hun agter at udgive, og beder sig Planerne tilbagesendte i Vognmagergaden No. 79, 2den Sahl i Kbhvn.","original_title: occonomiske Huusholdningsbog  
translated_title: Economic Household Book  
author: Christine Rosen","[('occonomiske huusholdningsbog', 'christine rosen')]"
"Skive hos Forfatteren og i Viborg hos Roedsted og Dons. Paa Lynderupgaard, ved Viborg, kan en Student, eller i Mangel af denne, en duelig Seminarist, som foruden de Kundskaber han har erhvervet sig ved et Seminarium, tillige forstaaer grundig det tydske Sprog, strax erholde Condition med at informere nogle Børn. Kruse.","""original_title: NO_BOOK""
""translated_title: NO_BOOK""
""author: NO_BOOK""",[]
"Hos undertegnede faaes, imod contant Betaling, got Propatria og Conceptpapiir, Evangeliske og Kingos Salmebøger, Haandbøger, Abeete, Lærebøger og Birchs Bibelhistorier. A. F. Just. Brev=Oblater og Messebrød samt rød Lak er nu igjen at faae hos Roedsted og Dous.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"Bekiendtgjørelser. En Ridepirsk er funden mellem Skaungaard og Viborg, som kan afhentes paa Bogtrykkeriet.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"Conversations=Lexicon, og Magazin for de allernyeste og interessanteste Reisebeskriveller faaes hos Roedsted og Dous.","original_title: Conversations=Lexicon, og Magazin for de allernyeste og interessanteste Reisebeskriveller  
translated_title: Conversations Lexicon, and Magazine for the Newest and Most Interesting Travel Descriptions  
author: NO_AUTHOR","[('conversations=lexicon, og magazin for de allernyeste og interessanteste reisebeskriveller', 'no_author')]"
"Den Augsburgske Confession er endnu bedre Kiøbden sælges, nylig udkommen, 2 Ark stor, for 8 Rbs. hos Hr. Boghandlere Schubothe, Brummer og Wahl.","original_title: Den Augsburgske Confession
translated_title: The Augsburg Confession
author: NO_AUTHOR","[('den augsburgske confession', 'no_author')]"
"Trykte Lægdsruller, samt Af- og Tilgangs-Lister, faaes paa Bogtrykkeriet og hos Undertegnede for 3 Rbmk. N. V. Bogen. Roedsted & Dous.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
J Qvedlinburg kan faaes Gersdorffsche Familie-Efterretninger med 2 Steenaftryk for 1 Rd. 16 s. S. H. Cour. Perthes og Besser i Hamborg har dem og.,"original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"Safvikaal, Spidskaal, Snitbønner, store og smaae Agurker, faaes paa Bogtrykkeriet.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"De i Viborg og Omegnen, som havde Bøger tillaant af min i Hamborg bortdøde Søn E. Frisenberg, ville med allerførste behage at tilsende mig dem.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"Hos Undertegnede faaes: Horats's Oder, oversatte ved Overlærer N. V. Dorph. Med en Fortale af Biskop Bloch, Vbd. 7 Mk. Bidrag til Historien af den veneriske Sygdoms Begyndelse og Fremgang i Danmark, indtil Midten af det 18de Aarhundrede. Jndledning til en Forelæsning af Prof. I. C. W. Wendt, h. 3 Mk. 8 s. Lære om almeen Velstand i Forbindelse med Statshuusholdning efter J. B. Say ved Frederik Cortsen, 2 Bind, 7 Rbd.","""original_title: Horats's Oder; translated_title: Horace's Odes; author: N. V. Dorph""

""original_title: Bidrag til Historien af den veneriske Sygdoms Begyndelse og Fremgang i Danmark, indtil Midten af det 18de Aarhundrede; translated_title: Contributions to the History of the Venereal Disease's Beginning and Progress in Denmark, until the Middle of the 18th Century; author: NO_AUTHOR""

""original_title: Lære om almeen Velstand i Forbindelse med Statshuusholdning efter J. B. Say; translated_title: Teachings on General Prosperity in Connection with Political Economy after J. B. Say; author: Frederik Cortsen""",[]
"J No. 102, 2den Sides 2den Spalte, Linie 17 og 23. staaer, Matamorphos, læs Metamorphos=Theater.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"Almeenfattelig Forklaring over Klasselotteriets nuværende Indretning, ved Litteratus Bjørn, faaes for 2 Rbmk. Tegn hos I. C. Helm i Skive.","original_title: Almeenfattelig Forklaring over Klasselotteriets nuværende Indretning
translated_title: Comprehensive Explanation of the Current Organization of the Class Lottery
author: Bjørn","[('almeenfattelig forklaring over klasselotteriets nuværende indretning', 'bjørn')]"
"Skive den 24de Februar 1821. O. Selmer. Hos Undertegnede subskriberes paa 3die forøgede og forbedrede Udgave af Hornemanns danske ockonomiske Plantelære; dansk juridisk Ordbog af Dr. C. L. Baden; de 10 første Dele af Schous Udtog af Forordninger; Samling af Brodeermynstre, tegnede af en Hamborgerinde. Planerne ligge til Eftersyn hos Roedsted & Done.","""original_title: Hornemanns danske ockonomiske Plantelære""
""translated_title: Hornemann's Danish Economic Botany""
""author: Hornemann""

""original_title: dansk juridisk Ordbog""
""translated_title: Danish Legal Dictionary""
""author: Dr. C. L. Baden""

""original_title: de 10 første Dele af Schous Udtog af Forordninger""
""translated_title: the First 10 Parts of Schou's Extract of Ordinances""
""author: Schou""

""original_title: Samling af Brodeermynstre""
""translated_title: Collection of Embroidery Patterns""
""author: NO_AUTHOR""",[]
"Min Haandbog for læsende Ungdom 9de Oplag indb. 4 Mk. 8 s. Tegn. A B Cindb. 24 s. Naturhistorie 4de Oplag med 155 Figurer i Vb. 3 Rbd. 32 s. Sedler. Anviisning for Kudske og de som have med Heste at bestille samt om Malkekøer og disse Dyrs Sygdomme og Midler derimod indb. 1 Rbd. 16 s. Villed ABo. illumineret indb. 80 sk. samt Salmebøger, Lærebøiet Vibelhistorier, Katekismer, og Almanakker for 1822 faaes hos A. F. Just.","original_title: Min Haandbog for læsende Ungdom  
translated_title: My Handbook for Reading Youth  
author: NO_AUTHOR  

original_title: Naturhistorie  
translated_title: Natural History  
author: NO_AUTHOR  

original_title: Anviisning for Kudske og de som have med Heste at bestille samt om Malkekøer og disse Dyrs Sygdomme og Midler derimod  
translated_title: Instructions for Coachmen and Those Who Deal with Horses, as well as on Dairy Cows and Their Diseases and Remedies  
author: NO_AUTHOR  

original_title: Villed ABo  
translated_title: Villed ABo  
author: NO_AUTHOR","[('min haandbog for læsende ungdom', 'no_author'), ('naturhistorie', 'no_author'), ('anviisning for kudske og de som have med heste at bestille samt om malkekøer og disse dyrs sygdomme og midler derimod', 'no_author'), ('villed abo', 'no_author')]"
"Efter Conterten den 10de September er bestemt at opføres. Silkeskoene, Lystspil i 2 Acter, oversat af Thaarup.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"Hvor nogle Læs godt Baar- og Kløver, Høekan faaes tilkjøbs, anviser Bogtrykkeriet.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
Paa den Wahlske Boghandlings Forlag i Kjøbenhavn udkommer fra Marts Maaned 1825.,"original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"Lysgaard og Hids Herreders Comptoir. Dalsgaard, den 12te Mai 1826. H. H. Holm. Følgende nye Bøger: Hvaddevillerne eller Komedie=Sjouernes Jubilæum. Vaudeville i to Optog af Hendrik Christiansen, heftet 2 Mk.","original_title: Hvaddevillerne eller Komedie=Sjouernes Jubilæum
translated_title: The Vaudevillians or The Comedy Troupe's Jubilee
author: Hendrik Christiansen","[('hvaddevillerne eller komedie=sjouernes jubilæum', 'hendrik christiansen')]"
"Hvo som maatte have Bøger til Laans fra Dorph. ombedes, behageligen at ville tilbagelevere dem snarest muligt.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"Lærebøger, Birchs Bibelhistorier, Katekismer og Almanakker, ABc. &c. &c. faaes hos A. F. Just.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"S. Haubroe. P. Møgelvang. Hvor et Positiv eller lidet Orgel, passende for en Landsbyekirke, er at faae tilkjøbs, anviser Bogtrykter Dons.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"Hos Undertegnede faaes: Betragtninger i Anledning af Professor Dr. VedelSimonsens Forslag til historiske Topegrarbiers Udarbeidelse. Ved Dr. Pastor N. Faber i Middelfart, b. 24 s. Allerunterthanigster Bericht an die Königliche DanischeRentekammer uder dir Torfmoore Seelands nach einer im Herdste 1828 deshalb unternommenen Reise. Von J. H. C. Dau, 1 Rbd. 48 sk. Ulrittes Flugt. Roman af Professor Ridder J. H. Smidt, 2 Dele, b. 4 Rbd. 24 s.; P. Virgilii Maronis operd, ed. N. F. Dorph.","""original_title: Betragtninger i Anledning af Professor Dr. VedelSimonsens Forslag til historiske Topegrarbiers Udarbeidelse""
""translated_title: Reflections on the Occasion of Professor Dr. VedelSimonsen's Proposal for the Development of Historical Topographies""
""author: Dr. Pastor N. Faber""

""original_title: Allerunterthanigster Bericht an die Königliche Danische Rentekammer uder dir Torfmoore Seelands nach einer im Herdste 1828 deshalb unternommenen Reise""
""translated_title: Most Humble Report to the Royal Danish Treasury on the Peat Bogs of Zealand after a Journey Undertaken in Autumn 1828""
""author: J. H. C. Dau""

""original_title: Ulrittes Flugt""
""translated_title: Ulritte's Flight""
""author: Professor Ridder J. H. Smidt""

""original_title: P. Virgilii Maronis operd""
""translated_title: Works of P. Virgilii Maronis""
""author: N. F. Dorph""",[]
"Den 5te August blev Bogtrykker Jacob Behrends Bogtrykkerie i Kjøbenhavn ved 4de Auction, solgt for 1595 Rbd. r. S.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"Regnskab over Aalborg Kjøbstads Fattigvæsen. og den dermed forbundne Arbeidsanstalt Indtægter og Udgifter i Aaret 1831 med tilhørende Ligning og Forsørgelsesplan, har forladt Pressen og faaes tilkjøbs for 3 Mk. paa Cancellieraad og Raadmand Wølfferdts Contoir.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"En Gaard i bemeldte By paa samme Hartkorn, forden beboet af Christen Rygaard, nu af PallChristensen. Et Huus i Dauberg af Hartkorn 4 Skpr. 3 Fdkr. 1 3/4 Alb., forhen beboet af Frederik Smed. 5) En halv Gaards Kalkbrud i Danberg, forhen bortfæstet til afdøde Frederik Smed. 6) Noget ubetydeligt Jord i Resen af Hartkorn 1 Tde. 1 Fdkr. 2 Alb. 5) Præstegiester af Vridsted, Brone, Vammen og VordePræstekalde.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"Cancelliet har tilkjendegivet Pastor Ridder Bastholm i Slagelse, at han, ifølge Forordn. af 1799. 10 har at anlægge Sag mod Skolelærer Rasmus Sørensen (ved en Feiltagelse stod i No. 56 af Samleren Rasmus Christensen) i Wensløv, i Anledning af det udgivne Skrift under Titel af: Vorchristelige Troes Forsvar o. s. v.","original_title: Vorchristelige Troes Forsvar  
translated_title: Defense of the Pre-Christian Faith  
author: NO_AUTHOR","[('vorchristelige troes forsvar', 'no_author')]"
"Bliver et Overskud, (efterat Planen er forelagt høie Vedkommende, og samme udført), da anvendes dette til lige Deeling imellem de 2de Stiftelser, grundlagte, og af Hans Majestæt allernaadigst stadfæstede, til Minde om de Høikongelige Døttres høie Formælinger. – Offentligt Regnskab skal blive aflagt. – Med ethvert Bidrag udbedes Giverens Navn ved føiet. Redigeret af E. Nerenst, trykt og forlagt af N. P. Dons.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"Fra Pressen er udkommen: Huusbonde og Tyende, som Begge bør være. Af Consistorialraad Bjerregaard. Skrivtet er 1 1/2 Ark. stort, compres trykt, og faaes heftet for 10 s. hos Undertegnede. De, som kjøbe 12 Exemplarer, erholde samme for 1 Rbd. R. Dons. Redigeret af E. Nerenot, trykt og forlagt af N. P. Dons.","""original_title: Huusbonde og Tyende, som Begge bør være""
""translated_title: Master and Servant, as Both Should Be""
""author: Consistorialraad Bjerregaard""",[]
"Hare-, Ræve, Jlder-, Maar-, Brok- og OdderSkind kjøbes af M. N. Samson.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"Den faaes i stivt Hefte for 28 s. hos de fleste Boghandlere i Jylland, og i Viborg hos Kabell.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
Nytaars-Gaver. En Deel smukke Taschenbücher for 1838 er i denne og næste Maaned at faae hos P. C. Kabell.,"original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"Paa A. X. Kjeldsens Forlag, vil, dersom et tilstrækkeligt Antal Subscribenter melder sig, udkomme et 3die foreget, omarbeidet og forbedret Oplag af Sammes Ariebog. Bogen vil blive udstyret paa det properste, saavel i Henseende til Papir som Tryk, og leveres Subscribenterne, 15 Ark i Omslag, for 7 Mk. J Viborg subscriberes hos Boghandler Kabell.","original_title: Ariebog  
translated_title: Aria Book  
author: A. X. Kjeldsen","[('ariebog', 'a. x. kjeldsen')]"
"Skudsmaalsbøger af Soldenfeldts Oplag i Kjøbenhavn, kan kjøbes hos Thjørring i Skive. God Salling Sæde=Havre. kan askjøbes. G. Boye. Graae Fredrikstedter Sennop. i Krukker af circa 1/2 Pots Jndhold, faaes for 2 Mk. Krukken hos G. Boye.",original_title: Skudsmaalsbøger; translated_title: Testimonial Books; author: Soldenfeldts,[]
"Aarsberetningen om det kongl. Landhuusholdningsselskabs Forhandlinger fra August 1837 til August 1838 er udkommen og omsendt til Landets geistlige Embedsmænd, ved hvis velvillige Foranstaltning den vil forefindes til Udlaan enten i Landsbyskolerne eller i de Laanebogsamlinger, som nu ere oprettede i mange Landsby Menigheder.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"Fortegnelse over de Deputeredes Boepæle, faaes for 12 s. hos Boghandler Kabell. Udkommet er: Svar paa Hr. Pastor Carstens Bemærkninger over mine Berigtigelser ved hans Skrivt om Alheden og dens Colonier, af Kammerraad, Amtsog Colonieforvalter Morville og faaes for 12 s. hos P. C. Kabell.","original_title: Svar paa Hr. Pastor Carstens Bemærkninger over mine Berigtigelser ved hans Skrivt om Alheden og dens Colonier
translated_title: Response to Mr. Pastor Carstens' Remarks on My Corrections to His Writing on Alheden and Its Colonies
author: Kammerraad, Amtsog Colonieforvalter Morville","[('svar paa hr. pastor carstens bemærkninger over mine berigtigelser ved hans skrivt om alheden og dens colonier', 'kammerraad, amtsog colonieforvalter morville')]"
"Paa Undertegnedes Forlag er nylig udkommen: Forelæsninger over den apostolske Kirkes Historie. Af Dr. Chr. Kalkar. 269 Sider (foruden Titel og Fortale) stor Octav, trykt paa godt Paskinpapiir. 1 Rbd. 5 Mk. i Paphind.","original_title: Forelæsninger over den apostolske Kirkes Historie
translated_title: Lectures on the History of the Apostolic Church
author: Dr. Chr. Kalkar","[('forelæsninger over den apostolske kirkes historie', 'dr. chr. kalkar')]"
AVERTISSEMENTS. Ein Leyrer der dentschen Sprache wünscht sick einige Stunden des Abends besett. Näheres ist zu erfragen auf der Buchdrukkerei.,"original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
AVERTISSEMENTS. Professor Schouw's Portrait. 5 Mk. P. C. Kabell. Faaes hos,"original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
Hos Undertegnede faaes: Kjøbenhavns Universitets Aarbog for 1841. Udgivet af Hanibal Peter Selmer. 2 Rbd.,"original_title: Kjøbenhavns Universitets Aarbog for 1841
translated_title: Copenhagen University's Yearbook for 1841
author: Hanibal Peter Selmer","[('kjøbenhavns universitets aarbog for 1841', 'hanibal peter selmer')]"
"Nogle Exemplarer af Afhandlingen, over det Spørgsmaal, hvorfore tale Menneskerne saa lidet og saa sielden om Gud a. af N. R. Suhr ere endnu at bekomme og sælges Stykket for 10 s. her paa Adresse=Contoiret samhos Forfatteren i Kallundborg.","original_title: Afhandlingen, over det Spørgsmaal, hvorfore tale Menneskerne saa lidet og saa sielden om Gud
translated_title: The Treatise on the Question of Why People Speak So Little and So Rarely About God
author: N. R. Suhr","[('afhandlingen, over det spørgsmaal, hvorfore tale menneskerne saa lidet og saa sielden om gud', 'n. r. suhr')]"
"Her paa Adresse=Contoiret faaes tilkiøbs: Beskrivelse over det forhenværende Kongel. Slot Christiansborg med sammes betydeligste Mærkværdigheder, hvortil følger en illumineret Grundtegning, heftet. . 8. Samme, uheftet og uillumineret = 6 s. Digte af Anton Frantz Just til Strandet, 12 og et halv Ark stor, foruden Tittelkobber, paa Trykpapiir . . 3 Mk. Paa Skrivpapiir. 4 Mk. Topographie over Wium Præstekald af N. Blicher = . 3 Mk. 1.","""original_title: Beskrivelse over det forhenværende Kongel. Slot Christiansborg med sammes betydeligste Mærkværdigheder
""
""translated_title: Description of the Former Royal Castle Christiansborg with Its Most Significant Curiosities
""
""author: NO_AUTHOR

""
""original_title: Digte
""
""translated_title: Poems
""
""author: Anton Frantz Just

""
""original_title: Topographie over Wium Præstekald
""
""translated_title: Topography of Wium Parish
""
""author: N. Blicher",[]
"J et Huus i Aarhuus bliver Leilighed for unge Fruentimmer at lære Fransk og Tydsk, og hvad det unge smukke Kiøn bør vide af Fruentimmer Netheder, og alt dette af en Kone med al den Sikkerhed for gode Sæder og god Levemaade, som man kan ønske. J. Huset baade kan de logere og spise og være under Tilsyn. Bogtrykker Lund giver den behøvende Efterretning, og man tor gjerne beraabe sig paa Hr. StiftAmtmandens Vidnesbyrd.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"En af de sieldne redelige Mænd, ved Navn Peder, baden, som for 9 Aar siden holdt Bog Auctioner i kiøbenhavn og da maatte forlade Byen uden at betalede Creditorer, lader i Kiøbenhavn bekiendtgiøre, at nu nu i Petersborg er i den gode Forfatning, at han er og vil udbetale enhver hvad han skylder dem, naar vil indlevere deres Regninger til Præsten Hr. Rørde i Kiøbenhavn.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"En fattig Matros leverte mig 24 s. til de Fattige, i Anledning af en lykkelig Reise. Aarhuus, den 29de Martii 1797. P. Willadsen.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"Da min salig Mand har udlaant de to første Deelaf Fogtmands kongelige Reskripter, Resolutioner a. og jeg veed ikke til hvem, beder jeg herved den, som har faaet dem, at levere mig dem, da det ellers vil blive mig til stor Skade da Værket er defelt. B. C. sal. Bruus.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"En nye Abecee af Chr. Frid. Ingerslev, Præst til Gylling i Hads Herred - hvis Jndhold, fremsadt i Samtaler paa foeratisk Viis, giver det stavende Barn de første Grundbegreber om Gud trykkes og forelægges paa Forfatterens Bekostning hos Bogtrykker Lund i Aarhuus som og selv og ved sine sædvanlige Commissionairer modtager Subskription. Prisen bliver 4 a 5 s.","original_title: En nye Abecee  
translated_title: A New ABC  
author: Chr. Frid. Ingerslev","[('en nye abecee', 'chr. frid. ingerslev')]"
"Hvem, enten Jnden eller Udenbyes, der maatte have modtaget Bøger til Laans af nu bortdøde Hr. Premier=Lieutnant v. Schlichter, anmodes herved om, behagelig, jo før jo hellere, at aflevere samme i hans Stervboe. Aarhuus, den 28de Septbr. 1799.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"Paa Bispe-Contoiret i Aarhuus kan bekommes Nytaarsgave 1803 af Hofboghandler Poulsen, heftet Tro. 4 Mk. 8 s. og Skrp. 5 Mk. 8 s.; Nyeste Samling af Selskabssange 1803, heftet 2 Mk. 8 s.; Om Dyrenes Elskov og Kierlighed af Dr. Odin Wolff, heftet 3 Mk.","""original_title: Nytaarsgave 1803; translated_title: New Year's Gift 1803; author: Hofboghandler Poulsen

original_title: Nyeste Samling af Selskabssange 1803; translated_title: Latest Collection of Social Songs 1803; author: NO_AUTHOR

original_title: Om Dyrenes Elskov og Kierlighed; translated_title: On the Love and Affection of Animals; author: Dr. Odin Wolff""",[]
"De af min Ven mig leverede 6 Rdr. bliver efter Ønske til de trængende Fattige uddeelt, for Gaven takkes. I Bech.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"En Gartner med gode Recommendationer, der forstaaer hvad han bør, ønsker sig Condition paa Landet med allerførste, Anviisningen faaes paa Adresse-Contoiret i Aarhuus. Her paa Adresse=Contoiret faaes tilkiøbs. Forsøg til en kristelig Børnelædom, af N. Blicher, Præst i Randlev, andet og smarbeidede Udgave, for 3 s. i raae Materie, heftet 5 s.","original_title: Forsøg til en kristelig Børnelædom
translated_title: Attempt at a Christian Children's Doctrine
author: N. Blicher","[('forsøg til en kristelig børnelædom', 'n. blicher')]"
"Bekiendtgiørelser. Grundtegning over hele Jordkloden, og kort Beskrivelse over alle Verdensdelene, af Just i Wiborg, kan bekommes paa Bispe Contoiret i Aarhuus for 6 s. Stykket.","original_title: Grundtegning over hele Jordkloden, og kort Beskrivelse over alle Verdensdelene
translated_title: Outline of the Entire Globe, and Short Description of All Continents
author: Just i Wiborg","[('grundtegning over hele jordkloden, og kort beskrivelse over alle verdensdelene', 'just i wiborg')]"
"Bekiendtgiørelser. Paa Bispe-Contoiret i Aarhuus, kan faaes følgende Skrivter, udgiven af A. F. Just i Wiborg: Historier om Spøgelser og Døerge m. m. 4 s.; Haandbog for dem, der ei ere Hestelæger, 2det forøgede Oplag 1 Mk.; den nyeste Bondepraktika 4de forøgede Oplag, 20 sk.","""original_title: Historier om Spøgelser og Døerge m. m.""
""translated_title: Stories about Ghosts and Dwarves, etc.""
""author: A. F. Just""

""original_title: Haandbog for dem, der ei ere Hestelæger""
""translated_title: Handbook for Those Who Are Not Horse Doctors""
""author: A. F. Just""

""original_title: den nyeste Bondepraktika""
""translated_title: The Newest Farmer's Almanac""
""author: A. F. Just""",[]
"Det Petersborgske Videnskabers Academie har kjøbt det berømte chemnitiske Conchylie-Kabinet i Kiøbenhavn for 5000 Rubler. Gibseren Hr. Mølsted indbyder til Subskription paa et Büste i Legemsstørrelse af H. K. H. Kronprindsen. Det er næsten færdigt, og alle Kiendere finde at det vilblive et saa skiønt som lignende Stykke.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"Her paa Adresse=Contoiret faaes tilkiøbs: Forsøg til en kristelig Børnelærdom, af N. Blicher, Præst i Randlev, andet og om arbeidet Udgave, for 4 s. i raae Materie, heftet 6 s. Blichers Visdoms og Dyds Tabel . 3 s. Lov og Rets Tabel for Danske Bønder 3 s. . Heste og Qvæglæge Tabel . . 3 s. Af- og Tilgangslister a Bogen. 2 Mk. Hovedmantalslister, a Bog 2 Mk. og Arkviis 1 enhalv s.","""original_title: Forsøg til en kristelig Børnelærdom""
""translated_title: Attempt at a Christian Children's Doctrine""
""author: N. Blicher""

""original_title: Blichers Visdoms og Dyds Tabel""
""translated_title: Blicher's Table of Wisdom and Virtue""
""author: NO_AUTHOR""

""original_title: Lov og Rets Tabel for Danske Bønder""
""translated_title: Law and Justice Table for Danish Farmers""
""author: NO_AUTHOR""

""original_title: Heste og Qvæglæge Tabel""
""translated_title: Horse and Cattle Veterinary Table""
""author: NO_AUTHOR""",[]
