,article_id,date,embedding,n_chunks_orig,clean_category,nøgle,text,category,article_length,characters,embedding_shape,newspaper,label_type,book_announce,comment,predicted_book_announce
315217,ode_074195,1825-04-29,"[ 0.02660059  0.00133232 -0.02430292 ... -0.02264646 -0.04259897
  0.00079184]",2,Bekjendtgjørelser,1825-04-29_226678,"Paa Adressekontoiret faaes: Fire Prædikener af H. Egge, 2 Mk. heftet. (Sælges til Bedste for de Vandlidte. Ridder Peveril paa Høien. En Fortælling af WalterScott. 1ste Deel 2 Rbd. 24 s. heftet, Om Jordklodens Forhold til Alverdenen, og om Hovedforandringerne paa Jordens Overflade. Af J. F. Kriger. 3 Mk. heftet. Holbergs Komedier, nye Udgave ved Prof. Rahbek. 3 B. 1ste Hefte. 4 Mk. Nye almeennyttig Samler. Et Ugeblad af blandet Jndhold. 1ste Bind. 2 Rbd. heftet. Traktatselskabs Skrifter No. 27, 28 og 29. 10 sk. heft. Tredie Aars=Beretning fra det danske Missionsselskab. 12 s. heftet.",Avertissements,95,589,[1024],ode,predicted,y,,
317256,ode_076235,1825-10-14,"[ 0.02538313  0.01563395 -0.01887988 ... -0.0411169  -0.06952088
  0.02011397]",1,Bekjendtgjørelser,1825-10-14_229518,"Skriftet faaes paa Bogladerne og hos Forlæggeren Odense den 14 October 1825. S. Hempel. Paa Adressekontoiret faaes følgende. tydske Lommebøger for 1826. Taschenbuch zum geselligen Vergnugen. Orphea. Penelope. Taschenbach, der Liebe und Freundschaft gewidmet. Beckers Taschenbuch. Minerva. Flere Sorter ville om kort Tid haves, efterhaanden som de udkomme.",Fædrelandet,48,355,[1024],ode,predicted,y,,
317577,ode_076556,1825-11-10,"[ 0.0285569  -0.00111405 -0.02774306 ... -0.0242939  -0.06625328
 -0.00309481]",2,Bekjendtgjørelser,1825-11-10_229976,"Odense den 21 October 1825. 651. Paa Adressekontoiret faaes: na og Hamburger, Sticmuster for 1829. Taschenbücher fur 1826 anden. end maa Vergismeinnicht. Wintergrun. i lang Kleines Geschenk zum neuen Jahr. nagge. Minerva. ganPenelope. Taschenbuch, der Liebe und Freundschaft gewidmet. Gothaischer Kalender. ad ging Urania. erCornelig. Beckers Taschenbuch. ang Müchlers Anckdotenalmanach. log at langt at Dramatische Blüthe. - Orphea. naar hangsse. Aurora. end de ere Almanach dramatischer Spiele. i til og saaine. Taschenbuch zum geselligen Vergnigen. Hos J. Milofaaes nu følgende Taschenbücher for 1826. Aurora. Beckers Taschenbuch. Cornelig. Frauentaschenbuch. Gothaische Almanach. Huldiging den Frauen. Kleiner Geschenk. Minerva. Monsrosen. Orphea. Penelope. Taschenbuch dramatische Blüthen. Taschenbuch der Liebe. Taschenbuch zum geselligen Vergnigen. Urania. Vergismennicht. - Alle med fine Kobbere, og til billige Priser.",Avertissements,120,927,[1024],ode,predicted,y,,
317688,ode_076667,1825-11-21,"[ 0.01445672  0.0207842  -0.01691441 ... -0.01667217 -0.03342881
 -0.002453  ]",1,Bekjendtgjørelser,1825-11-21_230135,"Paa Adressekontoiret faaes: Veiledning til et godt Jordbrug for den danske Bondestand af Krigsraad S. A. Fielstrup. 2 Rbd. 8 s. heftet. Kort over Øen St. Helena med Beskrivelse. 1 Rbd. 6 s. Holbergs Komedier. Nye Udgave ved Prof. Rahbet, 4de Binds 2det Hefte. 4 Mk. Magazin for Reiselagttagelser af Nyerup. 14de Binds 4de Hefte, indeholdende Kong Christian den 4des Dagbøger for Aarene 1618, 1619, 1620, 1625 og 1635. 1 Rbd. 8 s. heftet.",Titelblad,74,437,[1024],ode,predicted,y,,
321811,ode_080821,1826-10-31,"[ 0.02949996  0.00904336 -0.01436141 ... -0.02318142 -0.04050389
  0.0011859 ]",12,Bekjendtgjørelser,1826-10-31_235978,"Hamborgs fortjente Skuespildirekteur, Hr. Hertfeld, er afgaaet ved Døden den 24d. DeKjøbenhavns Torvepriser den 27 Octbr. 1826. Hvede . . Td. 5 Rbd. 4 Mk. - s. a 6 Rbd. 2 Mk. - s. Rug . . Td. 5 Rbd. 1 Mk. 8 s. - 5 Rbd. 5 Mk. - s. Byg . . Td. 4 Rbd. 5 Mk. - s. - 5 Rbd. 2 Mk. - s. 4 Rbd. 2 Mk. - s. - 4 Rbd. 5 Mk. - s. Havre . . Td. Ærter . . Td. 9 Rbd. - Mk. - s. - 10 Rbd. - Mk. - s. Røget Flesk Lpd. 2 Rbd. 2 Mk. - s. - 2 Rbd. 3 Mk. 8 s. Grøns. dito Lpd. 1 Rbd. 2 Mk. - s. - 1 Rbd. 2 Mk. 8 s. Smør. Pund. - Rbd. 1 Mk. 8 s. - : Rbd. 1 Mk. 12 s. Æg . . Snesen - Rbd. 1 Mk. 8 s. - - Rbd. 1 Mk. 12 s. Com bekjener er er evisk Digt: Adam og Eva, den noveDigters sidste, allerede før dets udgivelse berømte Vært. Immanuel! Du Aand fra en høiere Zone! J tidlige Morgen Paa Danias Blomster du hvilte: Hun hørte din evige Tone, Og glemte selv Sorgen Og smilte. Med Længsel i TankeMed Stolthed i funklende ØieHun saae dig at vanke. Jmellem Germanias HøieOg hørte dig hæve En Stemme, som Præg af dit Indre, Der født skal omsvæve, Saalænge som Nordstjerner tindre, Og Guddommens Toner. Om Adam og Evag) erindre. - Dem monne du siunge Af Tid og af Sorger usvækket; Da blev dig for tunge, De Lænker af Støv, som dig dækked: J Danias Favn Du sidst vilde hvile paa Jorden; Du bar hendes Navn, Og bar det til Hæder for Norden, Og for hendes Savn. Du selv en Erstatning var vorden; Men Støvlænken brast, Til Aandernes Kilde opsvang sig din Aand, Og Haabet saa fast Bortflygted af Danias Haand. Nu stirrer hun fremMed sørgende Blik mod dit HjemOg sender sin Yndling med Suk fra sin SjælVeemodig Farvel: Forklarede Aand! Dit himmelske Hjem har du fundet, Dit Minde til Jorden er bundet Med jordisk Udødelighed! Dit Navn skal opstige. Til Stjernernes straalende Rige, Og smile mod Slægterne ned! Hvor Holberg og Schiller omsvæve Skal du Harmonierne hæve J dyb og ukrænkelig Fred. Hollard Nielsen. fandt er et enisk Digt: Adam og Ana den adelige. dste, allerede før dets udgivelse berømte Vært. 651. issements. I Henhold til Plakaten af 15 denne Maaned, og i Overeensstemmelse med det Kongelige danske Kancellies Cirkulair af samme Dato, bliver det samtlige af Odense, samt forrige Assens og Hindsgavls Amter udskrevne Mandskab, der have Douceur= og Undermunderingspenge tilgode for Aarene 1818, 1814. og 1815, eller deres Arvinger, herved indkaldt til at møde inden 12 Uger fra Dato paa Stiftamtmandskabets Kontoir her i Staden, for at modtage de Stiftet fra vedkommende Regimenter og Korpser tilhændekomne Afregninger, og derhos at medbringe deres Skyldbøger eller Jurolleringspasse eller anden Legitimation til Beviis for, at de ere de rette Vedkommende, til hvilke Afregningerne blive at udlevere, da uden behørig Legitimation Afregningerne ikke kan ventes udleverede, hvorefter Beløbet, efter de udleverede Afregninger vil blive udbetalt paa vedkommende Amtstuer, eller liqvideret i resterende Landskat, dog kan Mandskabet, som opholder sig i Odense Amt, ogsaa henvende sig til vedkommende Herredsfoged, der optegner Paagieldendes Navn og hvad Legitimation, der haves for at han er den til Afregningen berettigede, hvorefter Afregningen skal blive Herredsfogden tilstillet for at udleveres Vedkommende. Det bemærkes at Udleveringen af Afregningerne herfra finder Sted hver Mandag og Torsdag Formiddag, indtil de forestaaende 12 Uger ere udløbne, og at det Mandskab, som ei har meldt sig om deres Afregnings Udlevering, inden bemeldte Tids Forløb, er ifølge de i den citerede Plakat indeholdende Bestemmelser, uberettigede til siden at paastaae samme udleverede, eller fordre godtgjort hvad de derefter maatte have tilgode. Det Mandskab, som i bemeldte 5 Aar have været til Tjeneste ved efternævnte Kompagnier, ved hvilke ingen Afregninger have kunnet opgjøres af Mangel paa Lønningsbøger, nemlig: Det 1ste Liv-Regiments 3die Bataillons 2det Kompagnie og 14de Bataillons 1ste, 2det og 3die Jæger=Kompagnie. Dronningens Liv=Regiments 3die Bataillons 1ste Kompagnie, samt 4de Bataillons 1ste og 4de Kompagnie. Det Fyenske Jnfanterie-Regiments 3die og 4de Bataillons samtlige 10 Kompagnier. Det Jydske Jæger=Korpses 1ste Bataillons 2det, 3die og 4de Kompagnie. Det Slesvigske Jæger=Korpses 2den Bataillons 3die, 4de og 5te Kompagnie. Det forrige Jydske Skarpskytter=Korpses 2den Bataillons samtlige 5 Kompagnier Det forrige Ærøiske Auxiliair=Kompagnie. haver forinden indeværende Aars Udgang, under Tab af deres Fordring, at melde sig hos det, deres Opholdsted nærmest garnisonerende Infanterie-Regiment eller Jæger=Korps, og aflevere deres ihændehavende Afregningsbøger til saadant Regiments eller Korpses Chef eller Kommandeur, for at faae samme forsynet med befalet Paategning om, hvad Mandskabet. har tilgode i Douceur- og Undermunderingspenge, hvorefter disse dermed kan melde sig ved vedkommende Amtstue eller Kongelig Kasse, for at faae deres derefter tilgodehavende Douceurog Undermunderingspenge liqviderede i deres resterende Landskal eller kontant udbetalte. Derimod tilkjendegives de Mandskaber af bemeldte Kompagnier, som ikke maatte være forsynede med Afregningsbøger, at, da de saaledes ikke paa anordnet Maade kunne godtgjøre at have Douceur= eller Undermunderingspenge tilgode, og saadant heller ikke er mueligt paa anden Maade at faae oplyst, saa maa alt Krav paa deres Side i denne Henseende bortfalde. Odense i Fyens Stiftamtmandskab den 29 October 1826. Cederfeld de Simonsen.",Blandinger,879,5378,[1024],ode,predicted,y,,
322701,ode_081725,1827-01-17,"[ 0.03561986 -0.00071833 -0.01298704 ... -0.0206947  -0.04304247
  0.00819888]",4,Bekjendtgjørelser,1827-01-17_237283,"Fra Pressen er udkommet: Kateketisk Magasin af J. C. Wegener, Forstander for det Kongelige Skolelærer-Seminarium paa Joenstrup. Første Binds andet Hefte, indeholdende følgende Katekisationer: 1) Den ægtekristelige Menneskekjærlighed bør være ufortrøden, virksom, uegennyttig og viis 2) Om de Glæder, den sande Menneskekjærlighed skjænker os 5) Om Guds Almagt; 4) Om Guds Alvidenhed; 5) OmGuds Viisdom; 6) Til Lærebogens 6 Kap. 1. 2. 5, 7) Religion er Menneskets vigtigste Anliggende. - Kateketiske Materialier, Udkast o. s. v. Til Lærebogens 3 Kap. 1. 2. Foranhver særskilt Katekisation findes en Forberedelse, og iøvrigt skal Samlingen indeholde deels Forfatterens egne Arbeider, deels et Valg af Andres, fornemmelig af Prof. Dinters Unterredungen. Den opmuntrende Deeltagelse, hvormed første Hefte er modtaget, lader haabe, at et for Skolevæsenet saa vigtigt Foretagende vil faae heldig Fremgang. Magasinet udkommer i tvang, løse Hefter og med hvert Bind skal følge særskilt Hovedtitel og Jndholdsliste. Bogladeprisen paa dette Hefte (9 1/2 Ark 8vo) er 5 Mk. 8 s. indheftet i kouleurt Omslag; for dem, som subskribere paa Fortsættelsen, 4 Mk. 4 s. - Tredie Hefte, hvorved første Bind sluttes, er under Pressen og udkommer med det første. Skrivtet faaes og Subskription modtages fremdeles : i Kjøbenhavn hos Hr. Hofboghandler Schubothe og paa den Gyldendalske Boglade, i Aalborg hos Hr. RottbølSadolin, i Aarhuus hos Hr. Jessen, i Randers hos Hr. Elmenhoff, i Ribe hos Hr. Ramsing, i Viborg hos Hr. Dons, i Sorøe hos Hr. F. Holm, i Nyborg hos Hr. Buschsamt hos Forlæggeren S. Hempel. Odense den 16 Januar 1827.",Fædrelandet,249,1611,[1024],ode,predicted,y,,
322724,ode_081748,1827-01-18,"[ 0.00518408  0.00617276 -0.0302911  ... -0.01651931 -0.02492985
 -0.00170259]",3,Bekjendtgjørelser,1827-01-18_237328,"Fra Pressen er udkommet: Forsøg til en Beskrivelse over Ringe Sogn. af H. Leerbech, Sognepræst for Ringe Menighed. Skriftet, som er 17 1/2 Ark stort i 4to og udarbeidet og trykifølge Hs. Excellence Hr. Geheimekonferentsraad v. Bülows Opmuntring og ædelmodige Understøttelse, indeholder, foruden Sognets egentlige Topographie og Beskrivelse af Byer, GaardKirke, Skoler og Hospital, Præster før og efter Reformationen, tillige dets oekonomiske Beskrivelse, i Henseende til Udskiftning Udparcellering, Agerdyrkning, Folkemængde, Gilder og Forlystelser, Levemaade i Mad og Drikke, Fattig- og Skolevæsen, Præstekaldets Jndtægtere. Det sælges for 1 Rbd. i Materie i stivt Hefte 16 s. og indbunden 3 Mk. mere hos mine sæd vanlige Kommissionairer og her paa Adressekontoirets Boglade.",Tanker,110,776,[1024],ode,predicted,y,,
323055,ode_082080,1827-02-15,"[ 0.0260577   0.01237051 -0.02820441 ... -0.02018935 -0.03477915
  0.00497461]",2,Bekjendtgjørelser,1827-02-15_237784,"Nylig har forladt Pressen. Nordlyset. Et Maanedsskrift: S. S. Blicher og J. M. Elmenhoff. Januar Heftet for 1827. Jndhold: Nordlyset. - Fruentimmerhaderen. - Aline. - Femten Fangers Flugt af Revolutionsfængslerne i Lyon. - Scener af Bastillen. - Den pavelige Soldat. - Pierre leGrand, den første Flibustier. - En Aftenunderholdning paa Dagbjerg Dos. - Robin Hod. - Baggesen. Hver Maaned udkommer et Hæfte af i det mindste 6 til Ark, som af Subskribenterne betales med 3 Rbmk. paa Trykpapir. 3 Hæfter udgjøre et Bind og for længere Tid er Subskriptionen ikke forpligtende. Enkelte Hæfter sælges ikke. Man tegner sig i Hovedstadens og Provindsernes bekjendte Boglader; aa 3 ressekontoiret. Hvo, som haver en smuk Myndehvalp af ægte Race at sælge, vilde derom henvende sig til Adressekontoiret, der giver nærmere Oplysning. 10.",Avertissements,129,824,[1024],ode,predicted,y,,
323561,ode_082586,1827-03-28,"[ 0.02555865  0.01258155 -0.02277378 ... -0.02415849 -0.03479403
 -0.00251601]",7,Bekjendtgjørelser,1827-03-28_238482,"Subskription. Christelig Trøst= og Opmuntrings=Bog. Under denne Titel agter Undertegnede, om muligt, at udgive en Oversættelse af Polstorffs skjønne Opbyggelsesbog: Christliches Trost, und Starkungs=Büchlein. Vi eie mange og skjønne Opbyggelsesbøger, der med sand Salvelse tale til det lidende Menneskehjerte og lede Mennesket til Religionens Trøstekilde, som den eneste, der tilfulde kan styrke dets jegnende Kraft under Livets tunge Byrder. Dog, saavidt mig er bekjendt, savne vi hidtil en Opbyggelsesbog, der eengjør Hjertets Husvalelse til Gienstand for sine Betragtninger, og ved at belyse med Fornuftens og Christendommens Fakkede Stillinger i Livet, der tykkes os de haardeste, og lettelig kan blive de farligste for vor Siels evige Vel, ligesom kan udgjøre et afsluttet Heelt af de for ethvert Menneske nødvendigste og tjenligste Trøstemidler. Et saadant Savn troer jeg at anførte Skrift muligen kan udfylde, da det i ægte christelig Aand, i et vel simpelt, men kjernefuldt Sprog afhandler følgende almeeninteressante Materier: 1) Græd med de Grædende. - 2) Frasigelse. - 3) Huuslige Lidelser tjene og til vor Fred. - 14) Kjærlighed og ingen Tak derfor. - 5) Forglem egen Nødfor at hjelpe Andre; det vil trøste og styrke dig selv. - 6) Det Godes Seier. - 7) O I lidet Troende, hvi ere J saa frygtsomme? - 8) Den Gode maa kjæmpe mod sig selv. Armod. - 10) Kuur ikke, naar Gud herneden giver dig et Lifuldt af Arbeide og Møie. - 11) Bønnen trøster ikke blot, den har ogsaa en vigtig Jndflydelse paa vor Skjæbne. - 12 Bør du være utilfreds og mismodig, fordi Gud forekommerdig meget ubegribelig i sine Veie? - 13) Mon du virkelig er saa ulykkelig, som du i visse Timer troer at være det. - 14) Vi ere Fremmede og Pilgrimme paa Jorden, og have herneden intet blivende Sted. - 15) Den Gudfrygtige i Ulykken. - 16) Jngen Hielp i Nøden ved Synd. - 17) Forældre Sorger. 18) Græd og klag, naar Gud tager et elsket Menneske fra dig, men græd og klag ikke, som en Trøstesløs. - 19) Døden, en fredelig Vandring til Hjemmet. Overbeviisning om den rige Trøst, dette Skrift formaaer at yde, bevæger mig derfor til at indbyde enhver from Christen, der attraaer en mild og forstandig Trøster, lyttende til hvis Stemme han med Gudhengivenhed kan bære den nærværende Byrde, og med Rolighed see den uvisse Fremtid imøde, til ved Subskription at medvirke til dette Skrifts Udgivelse i det danske Tungemaal. Skriftet vil blive omtrent 12 Ark i Octav og overlades Subskribenterne for 6 Rbs. Trykpapir og 8 Rbs. Skrivpapir Arket. For andre Kjøbere vil Prisen blive 2 Rbs. mere Arket. Man behager at tegne sig inden Marts Maaneds Udgang d. A. hos Boghandler S. Hempel i Odense. Hofmansgave den 15 Januar 1827. J. F. Holst, Kand. Theolog.",Avertissements,454,2720,[1024],ode,predicted,y,,
324801,ode_083827,1827-07-12,"[-0.00168822  0.01633134 -0.00359869 ... -0.02480972 -0.02028324
 -0.00190451]",1,Bekjendtgjørelser,1827-07-12_240266,"Med det første vil der udkomme et Lexikon over de Slesvig=Holsteen=Lauenborgske og Eutinske Skribenter ved Dhrr. Compastor Lübker i Husum og Kandid. Schrøder i Crompdorf ved Glückstadt, hvilke anmode offentlig endeel Forfattere, som enten ere fødte i Hertugdømmene eller have opholdt sig der over Aar og Dag, endskjøndt de ere fødte i det egentlige Danmark, om at meddeles de derhen hørende Bidrag, Rettelser o. s. v.",Fædrelandet,66,417,[1024],ode,predicted,y,,
325399,ode_084425,1827-08-30,"[ 0.03006665  0.01360248 -0.02498589 ... -0.03127741 -0.05517215
 -0.01779836]",1,Bekjendtgjørelser,1827-08-30_241088,"Paa Adressekontoiret faaes: Logbøger og Skibsjournaler, Konnossementer, danske og tydske Vexelblanqvetter, samt danske og tydske Certepartieblanqvetter. Almanakker for 1828 faaes saavel i hundrede som stykviis paa Adressekontoiret.",Avertissements,27,231,[1024],ode,predicted,y,,
325774,ode_084801,1827-09-28,"[ 0.01818801  0.00325379 -0.02208731 ... -0.01863969 -0.03293138
  0.00195654]",2,Bekjendtgjørelser,1827-09-28_241584,"Paa Adressekontoiret faaes: Anmærkninger til Jndberetningen af den 1827 allernaadigst anordnede Kommission til at undersøge det Kongel. Frederiksborgske Stutterie, og Opfordring til S. T. Direktionen for det Classenske Fidelkommis i en Skrivelse til samme. Af Generalkrigskommissair Dr. Neergaard. 3 Mk. heftet. Attestats og Forlovelse. Original Vaudeville i 1 Afaf H. Chr. Bjerring. 3 Mk. heftet. Beretning om de vidtbekiendte Aalboers visGjerninger og tapre Bedrifter, Dennem til Ære, og Andre til Lærdom og Fornøielse til Trykken befordret. Nyeste Udgave. 6 s. heftet. Søerøveren af Walter Scott. Oversat af Frederik Schaldemose. 1ste Deel. 1 Rbd. heftet. Paa følgende Skolebøger, af Hr. Pastor O. D. Lütken, som faaes hos Undertegnede, er Prisen nedsat saaledes i Materie: Huus= og Skole=Sangbogen 4 Mk. Kristian Hansen og Peter Møllers Historie 3 Mk. 4 s. Læsebog til Brug i Almueskolerne 2 Mk. 8 s.",Udenlandske Blandinger,137,904,[1024],ode,predicted,y,,
326163,ode_085190,1827-11-01,"[ 0.02110527  0.00630654 -0.02456498 ... -0.02525821 -0.0403655
  0.00398227]",1,Bekjendtgjørelser,1827-11-01_242132,"Paa Adressekontoiret faaes: Der Arztals Hausfreund over freundliche Belehrungen eines Arttes an Vitter und Mütter hei allen erdenklichen, Krankheitsvorfallen in jeddem Alter. Ein treuer und allgemein verstandlicher Rathgeber for alle diejenigen, welche uch selbst belehren wollen, oder sich nicht gleich Artzlichen Raths erfreuen konnen; von Dr. L. F. Frank. 8 Mk. 8 s. heftet. Attestats og Forlovelse. Original Vaudeville i een Ataf H. Chr. Bjerring. 3 Mk. heftet.",Fædrelandet,68,465,[1024],ode,predicted,y,,
327656,ode_086686,1828-03-25,"[ 0.01431003  0.00867675 -0.01648503 ... -0.03050841 -0.0427455
  0.01151723]",3,Bekjendtgjørelser,1828-03-25_244308,"Paa Adressekontoiret faaes : Ny original dansk Kage- og Konditorbog, indeholdende en tydelig og fuldstændig Underretning om, hvorledes Man paa den bedste og fordeelagtigste Maade kan bage og tillave flere Sorter Kager, smaae Bagværker, Brystsukker, hvide overtrukne Ting eller Kjedelarbeide og smaae Konditorier. Af J. Gottschalk. 3 Mk. heftet. Nye Moerskabsblomster af berømte Forfattere. Udgivne af L. Heiden. 8 Mk. heftet. Kjolen paa Vandring eller Jøden som Underofficeer. Original Vaudeville af P. F. Wergmann. 4 Mk. heftet. Hvaddevillerne eller Komedie=Sjouernes Jubilæum. Vaudeville i to Optog af Hendrik Christiansen, Kontoirist. 2 Mk. heftet. Clotilde eller den ulykkelige Skat. En Fortælling af H. Clauren. Oversat fra det Tydske og udgiven ved C. J. Klæstrup. 7 Mk. heftet. Dansk og norsk Nationalværk eller almindelig og ældgammel Moerskabslæsning. Paa ny udgivet og forbedret, samt forøget med historiske literairiske Noter af Prof. Rahbek. 3die Hefte. 1 Rbd. Tabel over Qvartals-Kourserne, indrettet til at kunne fortsættes i flere Aar. 10 s. Lister til de ved Bygningernes Omtaxation forandrede Protokoller kunne faaes efter Bestilling. Portrait af Madame Catalani. 5 Mk. 8 s.",AVERTISSEMENT S,175,1191,[1024],ode,predicted,y,,
328836,ode_087867,1828-07-17,"[ 0.02079687  0.01953453 -0.02737304 ... -0.0166216  -0.04059348
 -0.0089653 ]",3,Bekjendtgjørelser,1828-07-17_246061,"AVERTISSEMENT S. Nylig har forladt Pressen, Fattig Reglementerne af 5 Juli 1803 og Plakaten af 14 December 1810, med vedføiede nærmere Bstemmelser og Forandringer, samt nogle Anmærkninger. Af Christian Elers Hertz, Kancellieraad og Byefoged i Bogense. Til Veiledning og Lettelse for Medlemmer af Fattigkommissioner har Forfatteren beflittet sig paa, saa nøiagtigt og fuldstændigt, og dog saa lidet vidtløftigt som muligt, at samle Alt, hvad der er udkommet Fattigvæsenet angaaende, og indført næsten alle vedkommende efter 5 Juli 1803 emanerede Kollegii=Resolutioner paa sit i Anordningerne tilsvarende Sted, hvorved tillige enhver Gjentagelse er undgaaet. Skriftet, 18 Ark stort i Qvarto, sælges her paa Adressekontoiret og hos mine sædvanlige Kommissionairer for 7 Mk. i Mat. og 8 Mk. heft.",AVERTISSEMENT S,116,792,[1024],ode,predicted,y,,
329983,ode_089014,1828-11-05,"[ 0.03279426 -0.01303049 -0.0265091  ... -0.01904378 -0.05606262
  0.00589959]",1,Bekjendtgjørelser,1828-11-05_247735,"Fra Pressen er udkommen: Tvende Taler i Anledning af den høie Formælingsfest den 1 Novbr. 1828. Forfattede og med en Jndledning angaaende. Kirkesangen udgivne af Nic. Faber, Dr. Theol. & Philos., Sognepræst i Middelfart. Jndtægten er bestemt til at stifte et Legat til Kirkesangens Fremme i Middelfart Kirke. Skriftet faaes for 3 Mk. Tegn indheftet her i Odense paa Adressekontoirets og Hr. J. Milos Boglader, i Middelfart, hos Hr. Kjøbmand Bentzen, og i Nyborg hos Hr. Boghandler Busch.",AVERTISSEMENTS,78,487,[1024],ode,predicted,y,,
330166,ode_089197,1828-11-24,"[ 0.00878491 -0.00030638 -0.02312201 ... -0.02813267 -0.04847008
  0.00111317]",1,Bekjendtgjørelser,1828-11-24_247998,"AVERTISSEMENT S. Fra Pressen er udkommen og faaes paa Adressekontoiret Elverhøi. Skuespil i 5 After af Joh. Ludv. Heiberg. Første Gang opført paa det Kongelige Theater den 6 Novbr. 1828, i Anledning af Deres Kongelige Høiheder Prinds Frederik Carl Christians og Prindsesse Wilhelmine Maries høie Formæling. 7 Mk. 8 s. i elegant Omslag. Danrigets Lykønskninger. Allegorier fremsagte i Costumeved Hs. Kongel. Høihed Prinds Christian Frederiks HofbalAf Ochlenschager. 24 s. heftet.",AVERTISSEMENT S,70,478,[1024],ode,predicted,y,,
330167,ode_089198,1828-11-24,"[ 0.02076395  0.01527591 -0.01841792 ... -0.01991599 -0.0624236
 -0.00185564]",1,Bekjendtgjørelser,1828-11-24_248000,"Paa Adressekontoiret faaes: Reinhold, eller den hemmelige Opdragelse. Af A. Lafontaine. Oversat af H. G. Møller. 3 Dele, 5 Rbd. 3 Mk. heftet. Sang for de Kongelige Land=Kadetter den 2 Novbr. 1838, i Anledning af Deres Kongelige Høiheder Prinds Frederik Carl Christians og Prindsesse Wilhelmine Maries høie Formæling. Klaveerudtog. 2 Mk. De danske Studenters Lykønskningssang til Kongehuset den 2 Novbr. 1828, for Pianoforte. 24 s.",AVERTISSEMENT S,65,430,[1024],ode,predicted,y,,
332274,ode_091308,1829-06-09,"[ 0.01407387  0.01210269 -0.01941834 ... -0.02832877 -0.04474914
  0.01613809]",3,Bekjendtgjørelser,1829-06-09_250992,"Paa Adressekontoiret faaes: Tillægs-Blad til Anmærkninger til Sportel-Reglementet, af 22 Marts 1814 af Hr. Kancellieraad, Byefoged Hertz i Bogense, for 4 Rbs. Hos J. Milo modtages Subskription paa følgende Bøger. 1) Haandbog for Blomsteryndere af Proprietair J. FromDen vil udkomme i 2 Bind. Første Deel, der skal indeholde en kort Udsigt over Planternes Natur (Physiologie), vil om trent udgjøre 10 Ark. Anden Deel, 2025 Ark, indeholde 1500000 almindelige Planter (Træer, Buske og Urter), som kunne dyrkes hos os eller holdes i Værelser, Prisen 8 s. Arket, 2) Almindelig dansk Husret, en juridisk Haandbog for hver Mand af J. N. Høst. Størrelsen vil omtrent blive 20 -24 Ark og Prisen 8 s. Arket. 5) En Oversættelse fra Engelsk af M. Edgeworthes Fortællinger Laan Lawrence (Den dovne Laurence), The false key (Defalske Nøgle) og The birt-day present (Fødselsdags=Foræringen) af Pastor Th. Barfoed i Korsøer. Disse 3 Fortællinger, vil omtrent udgjøre 8 Ark. Prisen 8 s. Arket. 4) Digtninger, bestaaende af Kantater, elegiske og blandede Digte af H. D. Brink=Seidelin. Bogen, 1516 Ark stor, faaes af Subskribenterne for 1 Rbd. heft. De udførligere Subskriptionsplaner paa disse Bøger ere til behagelig Eftersyn og Paategning hos mig.",AVERTISSEMENT S,192,1232,[1024],ode,predicted,y,,
