,article_id,date,text
666772,vib_151776,1839-08-31,"Af Grunde, som jeg vel kunde være bekjendt, men som jeg dog ikke finder passende, selv at bekjendtgjøre, agter jeg, paa eget Forlag, snarest muligt at udgive i Samling tre Noveller: ""Maskeraden, ""Skytten paa Aunsbjerg"" og ""Viinhandlerens."" Prisen vil blive den sædvanlige arkviis, og ikke overstige 4 Mk. for Exemplaret. Spentrup, den 11te Juni 1839. St. St. Blicher. Subscription herpaa modtages i Viborg hos P. C. Kabell. En Capelgryde anvises tilkjøbs af Bogtrykkeriet."
497992,thi_054839,1844-01-28,"Hos undertegnede i Adbøl i Vestervig Sogn i Thisted Amt, er underhaanden at faae tilkjøbs, en blankbruun Hingst med Snip og Stjern, og høire Bagfor lidt hvid, 2 Aar gammel den 9de Marts d. A. 10 Qvarteer 2 1/2 Tomme høi, regelmessig reen og sund, og af en meget god Race, som kan blive tjenlig til Stutterie, skulle der gives nogen Liebhaver da bedes de at melde sig inden den 25de Marts d. A. Adbøl den 22de Januar 1844. Christen Frostholm. Salget af en Meel= og Papiirmølle i Thisted. Formedelst anden Bestemmelse agter jeg underhaanden at sælge min eiende og heri Byen beliggende Meel- og Papiirmølle, med Fabrikhuus og Jnventarium. Møllen er for 5 Aar siden af Nyt opført, og er saaledes bygget, at deri kan indlægges en Meelqværn og en Pilleqværn for oven, og findes forneden en Hollænder og Valtse til Maling af Klude til Papiir. Fabrikhuset er 19 3/4 Alen lang og 8 1/2 Alen bredt (11 Fag fra Loftet af og er i det Hele forsynet med de nødvendigste og nye Apparater til Fabrication af Karduuspapiir og Makulatur, saasom Kobberblase, Presse, Bytte, Formero. s. v. Da der for at drive Møllen, som Meelmølle inde i Byen, blev mig paalagt at lønne en Toldbetjent, ansøgte jeg det høikongelige danske Cancellie og erholdt under 11te Jan. d. A. allernaadigst Tilladelse til at maatte udflytte min Mølle som Meelmølle uden for Consumtionslinien paa Byens Grund, hvorved jeg fritoges for at lønne en Betjent. (Det beroer imidlertid paa vedkommende Eier, om han vil lade Møllen og Fabrikken blive staaende inde i Byen, anskaffe sig et lille Dampapparat der vil koste circa 500 Rbd., for at drive begge Deele med større Kraft imod at underkaste sig hiin betingelse indtil Consumtionens Ophævelse.) Det bemærkes, at det mig forundte Privilegium, som Papiirfabrikant meddeler Tilladelse til overalt at indsamle Klude, og at den, der ogsaa ønsker at fortsætte Papirsfabrikationen, ikke vil mangle Afsætning af sine Fabrikata, da det er den eneste Papiirmølle i Thisted og Hjørring Amter, og Afsætningen allene her til Thisted Bye beløber sig til circa 150 Riis Karduuspapir og 800 Riis Makullatur. Møllen og Fabrikhuset er i Følge Tarationsforretning vurderet til 4500 Rbd., og staaer for denne Summa assureret i Brandkassen. Om Kjøbet accorderes med Joh. G. Lund. Thisted, den 25de Januar 1841. Paa Grund af et i mit Officiin indtruffet ilhæld med Formerne, udkommer Avisen først i Dag; hvilket bedes undskyldt. (Udg.)"
372239,ode_131422,1838-05-18,"Lysthavende ville møde om Morgenen Kl. 8 slet forFørsterboligen i Løvergadde, og Formiddagen Kl. 11 slet i Mellemskoven. Den 31 Mai d. A. i Sønderskoven; 112 Favne frisk Træe. olmig. 7 1/2 - Knippel - 55 Stkr. Blokke Gavningstræe, 65 Læs Udluftningstræe. Lysthavende ville indfinde sig om Morgenen Kl. 8 slet ved Skovfogedboligen i Selliumhauge. Haderslev Østerhuusfogderie den 16 Mai 1838. Friess. Jfølge tagen Bestemmelse paa Skiftet i afgangne Krigsraad og Proprietair Rasmus Conradsens Boe paa Nørlund, og efter Overeenskomst med vedkommende Auctionsdirekteur, bliver den Boet tilhørende Hovedgaard Albek i Suldrup Sogn, Hornum Herred, Aalborg Amt, staaende for Hartkorn frie Hovedgaardstaxt 17 Tdr. 2 Skpr. 3 Fdkr. 1 Alb. og derunder henhørende Bøndergods, 217 Tdr. 7 Skpr. 21/5 Alb. Hartkorn samt Tiender: Suldrup Sogns Kirke-, Korn- og Qvægtiende, matriculeret for 5 Tdr. Hartkorn og har tiendeydende Hart36 korn 71 Tdr. 7 Skpr. 2 Fdkr. 1 Alb. og den med Godset pantsatte Aardstrup Kirke-, Konge-, Korn- og Qvægtiende, matriculerede for 18 Tdr. Hartkorn og har tiendeydende Hartkorn 361 Tdr. 6 Skpr. 2 Fdkr., stillet til offentlig Auction førstkommende 5 og 19 Juli, samt 2 August, hver Dags Formiddag Kl. 11. De 2de første Auctioner afholdes paa Herredets Tingsted i Nibe og den 3die Auction paa Hovedgaarden selv. Af Kjøbesummen kan, paa Grund af at Eiendommen er hvpothiseret til en offentlig Stiftelse, om forønskes, saa meget ventes at blive indestaaende i samme, som den, efter Taxation kan afgive reskriptmæssig Sikkerhed for, indtil 2/3 Dele af dens Værdie, forsaavidt bemeldte Stiftelses Prioritet angaaer; derimod vil en Skatte= og Bankrente=Restance, som paa hviler Eiendommen, blive at udrede inden 6 Uger efter Approbationen. Hovedgaarden er bortforpagtet paa 10 Aar, fra 1 Mai 1837, at regne, og drives ved Hoverie; men forsaavidt som Prioriteten til hiin Stiftelse samt Restance af Renter og Skatter, ikke maatte udkomme ved Salg med Forpagtningen, bliver den bortsolgt uden samme, til hvilken Ende Forpagteren betingelsesviis er opsagt til at fratræde den 1 Mai 1839. - Udsæden ved Hovedgaarden er for Tiden 37 Tdr. Rug, 20 Tdr. Byg, 55 Tdr. Havre og 130 Tdr. Kartofler, og dens Kreaturhold, 12 Heste, 70 Qvæghoveder og 100 Faar, hvilken Besætning Tiden kan forøges, da endeel af Gaardens betydelige Areal raae Jorder ere vel egnede til Oxdyrkning. Mærgel haves i Overflødighed, beqvemt beliggende og ellers at faae opkjørt. Et betydeligt Areal Hede er for faa Aar siden beplantet med Naaletræer. Jordebog og Konditioner ville omtrent 14 Dage før 1ste Auction blive henlagte til Eftersyn i Knapsteds Gaard i Kjøbenhavn, i Hotel de Rainville i Altona, i Haderslev hos Gjæstgiver Petersen, i Odense paa Postgaarden, i Aarhuus hos Gjæstgiver Fulling, i Randers hos Gjæstgiver Rydel, i Aalborg, hos Enkemadame Brünnes og i Viborg hos Klubvært A. B. Friis, samt hos Godsforvalteren P. N. Kjerulf i Haverslevgaard, hvem der iøvrigt paaviser Eiendommen. Dette tjener saavel Pant som Liebhavere til fornøden Underretning, Overeensstemmelse med Placaten af 22 April 1817. Hobroe i Skiftecommissionen i afgangne Krigsraad Conradsens Boe paa Nørlund den 14 Mai 1838. Wulff C. L. Halm, Weinschenck. Jfølge tagen Bestemmelse paa Skiftet i afgangne Krigsraad og Proprietair Rasmus Conradsens Boe paa Nørlund, og efter Overeenskomst med vedkommende Auctionsdirecteur, bliver den Boet tilhørende Hovedgaard Tørstedlund i AardestrupSogn, Hornum Herred, Aalborg Amt, staaende for Hartkorn frie Hovedgaardstaxt 15 Tdr. 2 Skpr. 2 Fdkr. og Skovskyld 5 Tdr. 7 Skpr. 1 Fdkr. 1 Alb., og derunder henhørende Bøndergods 207 Tdr. 5 Skpr. 1/4 Alb. og Skovskyld 2 Tdr. 1 Skp. Hartkorn, samt Tiender: Sønderup Sogns Kirke-, Korn- og Qvæg, samt Konge-Korntiender, matriculerede den Første for12 Tdr. og den Anden for 11 Tdr. 5 Skpr. 3 Fdkr. Hartkorn, og har tiendeydende Hartkorn den Første 169 Tdr. 7 Skpr. 3 Fdkr. 2 Alb. og den Anden 165 Tdr. 7 Skpr. 3 Fdkr. 2 Alb., samt Giver Sogns Kirke-, Korn- og Qvægtiender, matriculerede for 9 Tdr. Hartkorn og har tiendeydende Hartkorn 73 Tdr. 1 Skp. 2 Alb., stillet til offentlig Auction førstkommende 5 og 19 Juli, hver Dags Formiddag Kl. 11 1/2 paa Tingstedet i Nibe, samt 3 August paa Hovedgaarden Nørlund, om Formiddagen Kl. 11. Da Eiendommen er hypothiseret til den almindelige Enkekasse, saa vil formeentlig saa meget kunne ventes at ville blive indestaaende i samme, som den kan afgive reskriptmæssig Sikkerhed for, indtil, Dele af Taxationsværdien; derimod bliver en Skatte= og Bankrente=Restance at betale inden 6 Uger efter Approbationen. Hovedgaarden er bortforpagtet paa 10 Aar, fra 1 Mai 1837 at regne, og drives ved Hoverie; men forsaavidt at de Prioriteter, der ere ældre end Forpagtningscontracten, samt Restancerne af Skatter og Renter ikke maatte kunne udkomme ved Salg med Forpagtningen, bliver Eiendommen bortsolgt uden samme, til hvilken Ende Forpagteren betingelsesviis er opsagt til at fratræde den 1 Mai 1839. Udsæden ved Hovedgaarden er for Tiden 50 Tdr. Rug, 30 Tdr. Byg, 60 Tdr. Havre, 4 a 5 Tdr. Kartofler og Ravs i 5 Tdr. Land, og dens Besætning er 12 Heste, 80 Qvæghøveder, og 100 Faar, der Alt vil kunne forøges ved Opdyrkning af raae Jorder, hvoraf nylig er opdyrket circa 40 Tdr. Land. Mærgel haves og Høeavlen kan modtage betydelig Forbedring. Skovarealet udgjør omtrent 1500 Tdr. Land, som afgive betydelige aarlige Hugster. - Jordebog og Konditioner ville om336 e trent 11 Dage for 1ste Auction blive henlagte til Eftersyn i Knapsteds Gaard i Kjøbenhavn, i Hotel de Rainville i Altona, i Haderslev hos Gjæstgiver Petersen, i Odense paa Postgaarden, i Aarhuus hos Gjæstgiver Fulling, i Randers hos Gjæstgiver Rydel, i Aalborg hos Enkemadame Brünnes og i Viborg hos Klubvært A. B. Friis, samt hos Godsforvalteren P. N. Kjerulf i Haverslevgaard, hvem der iøvrigt paaviser Eiendommen. Dette tjener saavel Pant, som Liebhavere til fornøden Underretning, i Overeensstemmelse med Placaten af 22 April 1817. Hobroe i Skiftecommissionen i afgangne Krigsraad Conradsens Boe paa Nørlund den 14 Mai 1838. C. C. Holm. Vulff. Weinschenck. Jfølge tagen Bestemmelse paa Skiftet i afgangne Krigsraad og Proprietair Rasmus Conradsens Boe paa Nørlund, og efter Overeenskomst med vedkommende Auctionsdirekteur, bliver den Boet tilhørende Hovedgaard Nørlund i Ravnkilde Sogn, Aars Herred, Aalborg Amt, staaende for Hartkorn frie Hovedgaardstaxt 33 Tdr. 1 Skp. 1 Fdkr. 1 Alb. og Skovskyld, 5 Tdr. 7 Skpr. 2 Fdkr., og derunder henhørende Bøndergods 320 Tdr. 4 Skpr. 2 Fdkr. 1/5 Alb. Hartkorn, samt Tiender: Ravnkilde Sogns Kirke= og Konge-Korntiender og Kirke=Qvægtiende, matriculeret hver for 16 Tdr. 6 Skpr. 3 Fdkr. 1 7/5 Alb. Hartkorn, og har tiendeydende Hartkorn hver 139 Tdr. 5 Skpr. 1 Fdkr. 1/5 Alb., Brorstrup Sogns Kirke- og Konge-Korntiender og Kirke=Qvægtiender matriculerede, Kirketienden for 11 og Kongetienden for 9 Tdr. Hartkorn, og har tiendeydende Hartkorn hver 90 Tdr. 2 Skpr. 1 Fdkr. 1 Alb., Haverslev Sogns Kirke= og Konge-Korntiender, og Kirke=Qvægtiende, matriculeret hver for 10 Tdr. Hartkorn, og har tiendeydende Hartkorn hver 70 Tdr. 5 Skpr. 2 Fdkr. 1 1/2 Alb., samt endelig et for faa Aar siden i Nørlunds Skov anlagt Glasfabrik=Conradsminden med sine Bygninger og Jndretninger, stillet til offentlig Auction førstkommende 6 og 20 Julii, samt 3 August, hver Dags Formiddag Kl. 11. De 2 første Auctioner afholdes paa Herredets Tingsted i Løgstøer og den 3die Auction paa Hovedgaarden selv. Da Eiendommene ere hypothiserede til offentlige Stiftelser, saa vil formeentlig saa meget af Kjøbesummen kunne ventes at ville blive indestaaende i samme, som de kan afgive reskriptmæssig Sikkerhed for, indtil 2/3 Dele af Tarations=Værdien; derimod bliver en Skatte= og Bankrente=Restance at betale inden 6 Uger efter Approbationen. Hovedgaarden er ikke bortforpaattet og drives ved Hoverie. Udsæden er almindeligviis 60 Tdr. Rug, 30 Tdr. Byg og 80 Tdr. Havre. Som Besætning kan holdes 80 Qvæghøveder og 8 a 10 Arbeidsheste. Saavel Udsæden som Besætningen vil kunne forøges, saavel ved Anvendelse af Mærgel paa Marken som Vand paa Engene, da begge Dele haves. Nørlunds Skovareaudgjør omtrent 1000 Tdr. Land Storskov, der afgive betydelige aarlige Hugster. Glasværket er forsynet med nye og hensigtsmæssige Bygninger og Jndretninger og med alle til den nylig interimistisk standsede Fabrikation af Grønglas udfordrende Redskaber. Fabrikken er baseret paa en betydelig Tørvemose i Skoven, hvis Tørv er af god Bonitet til Brug forsamme. - Tillige haves paa Nørlunds Grund et Kalkværk der producerer fortrinlig god og søgt Kalk, af hvis raae Materiale haves i Overflødighed tæt ved Værket. Endelig ogsaa et Teglværk, hvis Steen ligeledes ere gode. - Jordebog og Konditioner ville omtrent 11 Dage før 1ste Auction blive henlagte til Eftersyn i Knapsteds Gaard i Kjøbenhavn, i Hotel de Rainville i Altona, i Haderslev hos Gjæstgiver Petersen, i Odense paa Postgaarden, i Aarhuus hos Gjæstgiver Fulling, Randers hos Gjæstgiver Rydel, i Aalborg hos Enkemadame Brünnes og i Viborg hos Klubvært A. B. Friis, samt hos Godsforvalteren P. N. Kjerulf i Haverslevgaard, hvem der iøvrigt paaviser Eiendommen tilligemed Avlsforvalter Nye paaNørlund. Dette tjener saavel Pant, som Liebhavere til fornøden Underretning, i Overeensstemmelse med Placaten af 22 April 1817. Hobroe i Skiftecommissionen i afgangne Krigsraad Conradsens Boe paa Nørlund den 11 Mai 1838. Weinschenck. Wulff. C. C. Holm. Jdag er udkommet: Bidrag til Tidshistorien. Et Ugeblad. a 20."
483325,thi_040145,1839-09-28,"AVERTISSEMENTS. J den af suspenderet Skolelærer Jychumsen af Bæløse, imod Gaardmændene Rasmus Rasmussen af Mulerup, Anders Jørgensen og Peder Jensen af Barløe, Erik Rasmussen og Jens Larsen af Thaarup, samt Boelmand Christen Mikkelsen af Bæring, anlagte Sag, under Dags Dato afsagt Dom, hvorved er kjendt for Re""Contractanterne Gaardmændene Rasmus Rasmus sen af Myllerup, Anders Jørgensen og Peder Jenaf Barløse, Erik Rasmussen og Jens Larsen af Tharup, samt Boelsmand Christen Mikkelsen af Bærinebør for Hovedcitanten suspenderet Skolelærer Jochursen i Barløse, hans Tiltale i denne Sag fri at være og bør saavel den af Hovedstanten mod Contracitat terne nedlagte 3 Mk. Paastand, som de af ham imode brugte fornærmelige Udladelser, der indeholdes der i hans Jndlæg hertil Retten af 22de Marts d. A. og deels i efternævnte 3de af ham udgivne trykte Skrifter, nemlig: a) ""De sex Helte, eller: den hemmelse Republik, b) ""Pastor Sørensens udødelige Mestestykke, eller Usandhederne indpakkede i Flynderskin, og c) ""Signalementet eller Skarnbassen som Formod i Heltepartiet, døde og magtesløse at være, saa at de ikke geraade Contracitanterne til Skade eller Fekleinelse paa Ære, gode Navn og Rygte i nogen Maae. Derimod bør Hovedeitanten bøde sine tre Mark, a til Odense Amts Fattigkasse betale 100 Rbd. Søe, samt være Censur undergiven i 2 Aar. Saa bor og Hovedstanten til det Offentlige betledet Retsgebyhr og Skriversalarium, som skulle have været erlagt, saavelsom Godtgjørelse for det stemplde Papir, som skulle have været forbrugt, hvis Sægn ikke fra Contractanternes Side havde været benesteret, samt i Salarium til den for disse beskikkede Styfører, Procurator Kümmel, 10 Rbd. Sølv. Det Jdømte at udredes inden 15 Dage efter deme Doms lovlige Forkyndelse under Adfærd efter Loven, Hvilket herved i Overeensstemmelse med Forordn. 2de Septbr. 1790 § 20, bekjend gjøres. Baas Herrets Ret, Assen den 6te Septbr. 1839. Buchwald."
516331,vib_000950,1809-03-30,"Libhabere ville behagelig give Møde benævnte Tid og Sted hvor Conditionerne forinden Auctionen kan faaes til Eftersyn. Forvalter Timmerman boende benevnte Holms Mølle, foreviser Eiendommene. Hogholm d. 10 Marts 1809. Mareussen. Onsdagen d. 26 April førstkommende om Formidd. Kl. 10 Slet og følgende Dage bliver paa Hovedgaarden Hald ved Viborg ved offentlig Auction bortsolgt den sal. Geheimeraad Høegh Guldbergs Stervboe, tilhørende Ind- og Udboe sammesteds, bestaaende af Mahogni og andre Meubler. Chatoller, Speile, Lysekroner, Borde, Sofger, Stole, Senge og Sengeklæder, en sielden Samling af Kobber=Portraiter i Rammemed Gløs af lærde og berømte Danske Mænd, hvoriblant de 16 Danske Rigsraader under Chr. I Mindreaarighed, Porcellain, Glas, Kobber, Messing, Jern og Trævare, en Kareth, en Viener Vogn, en Jagtvogn og en Kane, nogle Arbeidsvogne og andre Gaardsog Avlingsredskaber, Arbejdsbester, Kiør, Sviin og videre, hvorover trykte Cataloger ere at bekomme i Kiøbenhavn hos Hr. Hofboghandler Poulsen, i Odense paa Adressekontoiret, i Horsens, Skive og Holstebroe paa Postkontoirerne, i Viborg paa Bogtrykkeriet, i Aarhuus hos Hr. Klokker Schytte, i Randers hos Hr. Landvæsenskommissair Willadsen og i Aalborg, hos Hr. Bogtrykker Vandal. Liebhabere ville behagelig give Møde bemeldte Tid og Sted."
304529,ode_063490,1822-10-08,"Paa Adressekontoiret faaes: Jvanhoe. En romantisk Fortælling af Walter Scott, oversat fra Engelsk ved C. J. Boye. 3 Dele, 6 Rbd. heftet, Sopholles's Tragoedier oversatte efter den græske Original af P. G. Fibiger. 2den Deel 3 Rbd. heftet. (1ste Deel faaes ligeledes for 3 Rbd.) Kirkens Band. Ridderskuespil af Nikolai Søtoft. Mk. indb."
449654,thi_006382,1827-06-26,"At jeg har og fremdeles holder et Oplag og Udsalg af fabriquerede Tobakker fra et af de bedste Fabrikker i Kjøbenhavn, bestaaende i fine og simplere Røgtobakker, fiin Skraae og SnusTobak saavel paa Flasker som i Blyedaaser, bekjendtgjøres herved, med Tilføiende, at bemeldte Tobakker sælges til bestemte og billige Priser. Thisted, den 25de Juni 1827. P. Nisson."
260825,ode_019748,1813-09-20,"Beregningstabeller, til Brug i Anledning af Forandringen i Pengevæsenet a., af S. Bruun, 1 Rbd., Onsdagen den 6 Octbr. næstkommende om Formiddagen Kl. 11 bliver paa Postgaarden i Odense, Blangsted=Gaard, de liggende under Odense Frue Sogn, ved offentlig Auction opraabt til Bortforpagtning i 8 Aar, efter de Konditioner, som 14 Dage i Forveien blive til Eftersyn hos Gjæstgiver Larsen heri Byen, samt paa Postgaardene i Nyborg, Svendborg og Middelfart. Odense den 10 Septbr. 1813. . C. A Falbe. En Guld=Uhrkjæde med Signet, hvori var en ægte klar Steen, er den 6 September sidst tabt paa Landeveien fra Nærbyehoveds Mølle til Brøbye Kirke eller der paa Marken i hvem som maatte have funden samme anmodes at aflevere det paa Adressekontoiret, imod en Findeløn af 100 Rd. d. K. Skulle derimod denne Kjæde og Signet blive faldbuden til Nøgen, bedes den anholdt og til Adressekontoiret indleveret, hvor Eieren anvises."
350999,ode_110110,1834-01-22,"Magazin for Kunstnere og Haandværkere af Professor Ursin. 7de Binds 8de Hefte. 1 Rbd. - Subskription paa Fortsættelsen modtages. Kjøbenhavns flyvende Post, redigeret af Professor J. L. Heiberg, vil efter en treaarig Hvile igjen besøge sine Venner. Den udkommer paa Schubothes Forlag i Kjøbenhavn interimsviis, uden nogen bestemt Dag, dog vil hvert Qvartal ei komme til at bestaae af mere end 30 Nummere, der som oftest vil blive mindre, og tilbringes Abonnenterne for 81s. Nummeret, som erlægges Qvartaliter. Det udkomne Jnterimsblad No. 1 indeholder: Aarets Drama, Prolog ved Forestillingen paa det Kongelige Theater Nytaarsdag 1834 af J. L. Heiberg, fremsagt af Frue Heiberg; og Et Par bemærkninger og Operaen og Syngespillet, i Anledning af Robert af Nordmandiet). Subskription paa dette Blad modtages paa samtlige Postkontoirer og heri Odense paa Adressekontoiret. En ung Handelsbetjent, der har lært Kjøbmandshandelen i en af Fyens største Kjøbstæder og som har den bedste Anbefaling fra det Sted, han har lært, søger sig emploieret i samme Fag til første Mai 1834. De herpaa Reflecterende ville behage at aflægge en Billet paa Adressekontoiret, mærket B-0. hvorefter nærmere Aftale kunde skee. ) En duelig Møllersvend, der kan paatage sig at beVI. styre en hollandsk Veirmølle, som Mestersvend, og udføre alt hvad hertil udfordres, kan til anstundende 1 Mai erholde en saadan Plads paa Saugmøllen ved Holsteenshuus, naar de Attraaende snarest muligt melder sig sammesteds med behørige Skudsmaale og Attester om Duelighed. For en Huusholderske, som forstaaer den finere Madlavning og Bagning, samt alt hvad iøvrigt hører til en herskabelig og landlig Huusholdning, og herfor, saavelsom for moralsk god Opførsel kan fremvise gode Anbefalinger, anviser Adressekontoiret en god og fordeelagtig Kondition, ledig til 1 Mai. En Dreng af honet Familie, som er konfirmeret, kan strax blive antaget i Handelslære i en af Fyens Kjøbstæder. Den, der ønsker at erholde Pladsen, behager at afgive en Billet paa Adressekontoiret i Odense, mærket F. som indeholder DrengensAlder og Faderens Adresse."
3636,lol_003652,1810-08-10,"Subscriptionsplan. Efter mine høistærede Tilhøreres skrivtlige saavelsom mundtlige Ønske agter jeg strax at udgive mine i Vinter holdte Forelæsninger over en Sædelære for Folk og Stat. Øiemedet deraf er foruden hvad Titelen selv viser, nemlig en Anvendelse af Moralloven paa Nationers og Statsmænds Handlinger saavel i Hensyntil hines egen Fuldkommenhed og Uddannelse, som i deres Forhold mod andre Folk, tillige at angive de fornemste Hindringer for deres Moralitet, samt de Midler, der ere mest skikkede til at befordre samme. Trykningen tager uopholdelig sin Begyndelse; men da Forlæggeren bør have Sikkerhed for Udgifterne og Papirets Dyrhed nøder ham til saa meget mueligt at indskrænke Oplagets Størrelse; saa taget jeg mig herved den Friehed at anmode dem, der kunde have Lyst til at eje dette Skrift som Subscribentere herpaa at tegne deres Navne. Bogens Størrelse kan ei gandske nøie bestemmes, men vil dog snarere blive noget under end over 30 Ark. For Subscribenterne bliver Prisen paa hvert Ark Skrivpapir 12 s. og Trykpapir 8 s."
278656,ode_037597,1817-07-29,"Det nye Testamentes Beviser for at al KirkeregimentDisciplin og Kirketugt strider mod Jesu blide Lærreog at Lærerne i den apostoliske Kirke vare Menighedernes Tjenere og ikke deres Herrer og Regenter, af Dr. Gustav Ludvig Baden. Koster 3 Rbmk. indh. paa Adressekontoiret. Et Partie nye hjemkommen Gullandsk Steenkalk Foustager, tilligemed et Partie brede Fyrbord samt endeel Tømmer af forskjellig Størrelse bekommes paa Overgade hos Odense den 26 Juli 1817. Chr. Møller. 396 Min iboende Gaard Nr. 546, beliggende paa Nørregade, her i Byen, agter jeg underhaanden at bortsælge. Dens 6 Bygninger bestaaer 1) af et Forhuus til Gaden, 17 Fag, 2 4 Etager høit, indrettet til Beboelse; 2) et Fløihuus i vestre Side af Gaarden, 18 Fag, ligeledes indrettet til Beboelse; i disse tvende Bygninger indeholde 15 store rummelige Væreløkkener, Bryggers, Saltkjelder og Loftrum, forBeqvemmeligheder 3) J østre Side af Gaarden, eet Fløshand, 18 Fag, indrettet til Hestestald, Koestald til 18 i Køer, Vognremisse, Brændehuus, samt 3de Karlekamre og Loftrum, desuden er 4) norden i Gaarden for 3 Aar siden i opført et nyt Huus, 10 Fag, 3 Etager høit, foruden Kiele der= og Tag Etagen, indrettet til et Bryggerie og Maltgjødirerie; Alt af nyt anlagt efter de beste Kjøbenhavnske Bryggerier; Kjøllen er brandfri med Hvælving over, belagt med Jernblikslager; i Bryggeriet er en ny Bryggerkjedel paa 16 Tdr. Rum, et Gildkar paa 50 Tdr., et Tapkar paa 36 Tdr., let Humlekar paa 24 Tdr. og et Støbekar paa 40 Tdr. Rum 3 foruden alt videre Jnventarium, henhørende til et Bryggefrie. En smuk Have paa circa 3080 Qvadratalen med Lysthuust og Leievaaning, ligger lige ved Gaarden, forsynet med en betydelig Deel gode indbringende Frugttræer. I Gaarden, (som har et af de største Gaardsrum her i Byen) forefindes 3de Brønde eller Poster, hvoraf den ene er i Bryggeriet selv. og mangler aldrig Vand, da der endog kan blive overflødigt Vand til Brænderie, som der er Leilighed nok til at anlægge, Skulde denne importante Eiendom, beliggende i en Bye som Aalborg, imod Formodning, ikke underhaanden blive albortsolgt, hvilket helst ønskedes, da Konditionerne bedre e kunde indrettes efter Kjøberens Ønske, saa vorder den stillet til en eneste Auction den 9 September førstk., Kl. 10 Formiddag, i Gaarden selv, hvortil Liebhavere indbydes; det anmærkes til Slutning: at Eiendommen kan tiltrædes med nogle f. dationer strax. AalboJuli 1817. Andkjer. HusMynterstrædet. Huse. sørnet af Mynterstrædet og Sortebrødre Torver underhaanden at faae tilkjøbs, naar Man derom akkorderes med undertegnede Eier. Jens Larsen."
562043,vib_046782,1819-01-18,"(Angaaende 9000 Rbdlr S. V., Sidstnævnte skylder den Første efter Pandteobligation, med Renter for adskillige Aar, m. v.) Dom: Den paaankede Birketingsdom frafaldes. Hvorimod Contra Appellanten, Proprietair Støver, bør indfrie sin den 18de August 1812 udstædte og paastevnte Panteobligation ved, til Hoved=Appellanten, Mattias Poulsen, at erlægge dens paatydende Sum, 15000 Rd. dansk Cour., omskreven til 9000 Rbd. Sølvværdie, og alle deraf indtil Juni Termin 1817 forfaldne Renter, tilsammen med 18,525 Rbd. 14 Rbs. Navneværdie, saa og Renter, 5 pCt. pro Anno, af denne Sum, fra Snapsting 1817 til Betaling skeer. Fremdeles betaler ContraAppellanten til Hoved=Appellanten Processens Omkostninger ved Underretten med 500 Rbdlr. Sølv, saa og til Justitskassen saameget som Dom og Seal ved Underretten koster. Processens Omkostninger for Landsoverretten ophæves. At efterkommes &c. Ved Frisenvold Birketingsret er af Birkedommer Høes, den 17de November 1817 dømt saaledes: 1) At den af Citanten Mattias Poulsen under 20de Marts 1813 eensidig foretagne Omskrivning af Obligationen af 18de Juni 1812, til 60 pC. eller 9000 Rbd. S. V., tilsidesættes Derimod bør bemeldte Obligation, i Henhold til denDato og Forordningen af 5te Januar 1813, omskrives til 25 pCt., og dens rette paalydende Kapital-Sum at være 3750 Rbd. S. V. og derefter at forrentes med 4 pCt. S. V. fra 13de Juni 1812 indtil Betaling skeer. 2) At den passerede Opsigelse af 30te August 1816 bør være ugieldende og de derpaa anvendte Udgivter være Contra-Citanten uvedkommende. 3) At Parterne boropgive ny og lovlig Regning over deres paaberaabt, Mellemværende, Renterne betræffende, efter det Forhold hvortil Kapitalen nu er bestemt, som maae vise hvad den er betalt eller ikke betalt, og dette sidste igien, om Poulsen for Renters mislig Betaling faaer Ret ti Opsigelse, som hannem da er forbeholdt 4) Bør Contra Citanter, Andreas Støver betale til Justitskassen 1 Rbdlr. 12 s. S. V. og til Citanten i Processens Omkostninger 50 Rbd. N. V. Det Jdømte udredes &c."
467911,thi_024697,1834-01-25,"Ao. 1834. No. 11. TIIISTED. Kongelig allernaadigst privilegerede. Amrvavis og Avertissementstidende, eller Den nordtimbrielle Tilskuer. Forsendes med Brevposten overalt i Danmark og Hertugdømmene. Løverdagen den 25 Januar. Redigeres, trykkes og udgives i Thisted af J. S. Lund."
284934,ode_043882,1818-10-23,"Hertugdømmene. Redigeres, trykkes og forlægges : af Udgiveren Søren Hempel i Odense. Fredagen den. af October 1818."
112857,aal_027768,1822-07-08,"Ochlenschlæger arbeider i denne Tid paa en Roman, hvorfor den gamle Roman: Albertus Julius skal ligge til Grund. Af hans paa Subskription udgivne Digte kan første Bind om et Par Uger ventes færdig fra Pressen. Han indkalder nu Subskriptionsplanerne."
632793,vib_117689,1832-05-06,Med de Herrer Forfatteres Tilladelse besörges de to Kronede handlinger udgivne. f Selskabet.
